benchmark_id,split,dataset_id,system_id,metric,replay_value,chapter10a_value,absolute_delta,tolerance,status
audit,audit_benchmark,breast_cancer_wisconsin,mean_ensemble,f1,0.9523809523809523,0.9523809523809523,0.0,1e-12,pass
audit,audit_benchmark,breast_cancer_wisconsin,mean_ensemble,roc_auc,0.9494949494949495,0.9494949494949495,0.0,1e-12,pass
audit,audit_benchmark,breast_cancer_wisconsin,mean_ensemble,false_positive_rate,0.0,0.0,0.0,1e-12,pass
audit,audit_benchmark,breast_cancer_wisconsin,mean_ensemble,false_negative_rate,0.09090909090909091,0.09090909090909091,0.0,1e-12,pass
audit,audit_benchmark,breast_cancer_wisconsin,mean_ensemble,balanced_accuracy,0.9545454545454546,0.9545454545454546,0.0,1e-12,pass
audit,audit_benchmark,breast_cancer_wisconsin,mean_ensemble,calibration_error,0.0593161543461755,0.05931615434617551,6.938893903907228e-18,1e-12,pass
audit,audit_benchmark,breast_cancer_wisconsin,static_weighted_ensemble,accuracy,0.9655172413793104,0.9655172413793104,0.0,1e-12,pass
audit,audit_benchmark,breast_cancer_wisconsin,static_weighted_ensemble,precision,1.0,1.0,0.0,1e-12,pass
audit,audit_benchmark,breast_cancer_wisconsin,static_weighted_ensemble,recall,0.9090909090909091,0.9090909090909091,0.0,1e-12,pass
audit,audit_benchmark,breast_cancer_wisconsin,static_weighted_ensemble,f1,0.9523809523809523,0.9523809523809523,0.0,1e-12,pass
audit,audit_benchmark,breast_cancer_wisconsin,static_weighted_ensemble,roc_auc,0.9595959595959596,0.9595959595959596,0.0,1e-12,pass
audit,audit_benchmark,breast_cancer_wisconsin,static_weighted_ensemble,false_positive_rate,0.0,0.0,0.0,1e-12,pass
audit,audit_benchmark,breast_cancer_wisconsin,static_weighted_ensemble,false_negative_rate,0.09090909090909091,0.09090909090909091,0.0,1e-12,pass
audit,audit_benchmark,breast_cancer_wisconsin,static_weighted_ensemble,balanced_accuracy,0.9545454545454546,0.9545454545454546,0.0,1e-12,pass
audit,audit_benchmark,breast_cancer_wisconsin,static_weighted_ensemble,calibration_error,0.035462614240780975,0.035462614240780975,0.0,1e-12,pass
audit,audit_benchmark,breast_cancer_wisconsin,veto_mavs,accuracy,0.9655172413793104,0.9655172413793104,0.0,1e-12,pass
audit,audit_benchmark,breast_cancer_wisconsin,veto_mavs,precision,1.0,1.0,0.0,1e-12,pass
audit,audit_benchmark,breast_cancer_wisconsin,veto_mavs,recall,0.9090909090909091,0.9090909090909091,0.0,1e-12,pass
audit,audit_benchmark,breast_cancer_wisconsin,veto_mavs,f1,0.9523809523809523,0.9523809523809523,0.0,1e-12,pass
audit,audit_benchmark,breast_cancer_wisconsin,veto_mavs,roc_auc,0.9494949494949495,0.9494949494949495,0.0,1e-12,pass
audit,audit_benchmark,breast_cancer_wisconsin,veto_mavs,false_positive_rate,0.0,0.0,0.0,1e-12,pass
audit,audit_benchmark,breast_cancer_wisconsin,veto_mavs,false_negative_rate,0.09090909090909091,0.09090909090909091,0.0,1e-12,pass
