split_label,dataset_id,corruption_family,corruption_id,corruption_level,corruption_seed,seed_role,governance_system_id,baseline_system_id,metric,governance_value,baseline_value,delta,delta_hash
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2001,0.0,2001,audit,pure_mavs_gc,single_model,unsafe_acceptance_rate,0.0,0.0,0.0,7e54ca3b658321a38b7df79f892a6fbe738cc33575f3009baea1f418ef4ba2a9
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2001,0.0,2001,audit,pure_mavs_gc,single_model,rejection_rate,0.6551724137931034,0.6551724137931034,0.0,e38f9465be936cc927388958e5034b61370288405ea21954facc085b7084febe
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2001,0.0,2001,audit,pure_mavs_gc,single_model,technical_failure_rate,0.0,0.0,0.0,d5f616e920ae1ac7b405e9b4acab01563da917b5996cf7339303bcece5586029
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2001,0.0,2001,audit,pure_mavs_gc,mean_ensemble,accuracy,0.9655172413793104,0.9655172413793104,0.0,8a77bb12d6eacab6765160bdcff8e6acffabd20428af3866bfc43f54540d6a7a
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2001,0.0,2001,audit,pure_mavs_gc,mean_ensemble,f1,0.9523809523809523,0.9523809523809523,0.0,f1613cb2cd05be784a260a1c3526ac55c463809d780c0df13dfe1e3156af5b43
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2001,0.0,2001,audit,pure_mavs_gc,mean_ensemble,unsafe_acceptance_rate,0.0,0.0,0.0,09750db999c1fc7eb9ad85a2f893f9421280af71c5bcd023d94bf29895f635cc
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2001,0.0,2001,audit,pure_mavs_gc,mean_ensemble,rejection_rate,0.6551724137931034,0.6551724137931034,0.0,17c47e9978e32725c3e8909536daae2c7730b86215a7a7cb867d44ef4451d79c
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2001,0.0,2001,audit,pure_mavs_gc,mean_ensemble,technical_failure_rate,0.0,0.0,0.0,a6bb139d42c985b32ac57a937082df18a33cd5a785a588df98be5128cdfbc749
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2001,0.0,2001,audit,pure_mavs_gc,static_weighted_ensemble,accuracy,0.9655172413793104,0.9655172413793104,0.0,5177838fcc39158d2039549a9d1c6007d9584872711a66db0e0bded8aa91f543
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2001,0.0,2001,audit,pure_mavs_gc,static_weighted_ensemble,f1,0.9523809523809523,0.9523809523809523,0.0,00347752945704066efe36beb278f711eeac93420c9a7f5d5cf723522bf44d37
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2001,0.0,2001,audit,pure_mavs_gc,static_weighted_ensemble,unsafe_acceptance_rate,0.0,0.0,0.0,cb9771bff0ccfe5290ae64c04abb6310936842a89e0e0cf939cd600a9194de83
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2001,0.0,2001,audit,pure_mavs_gc,static_weighted_ensemble,rejection_rate,0.6551724137931034,0.6551724137931034,0.0,3b10b5e11295e165d95853ca7aaa3d74d3e338cc76392424d4eec2b8e043891a
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2001,0.0,2001,audit,pure_mavs_gc,static_weighted_ensemble,technical_failure_rate,0.0,0.0,0.0,cd6d5f1e683fa1d66be2c00b46cfe51cf10edaf23ccbdda986381bf473729ba5
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002,0.0,2002,audit,veto_mavs,single_model,accuracy,0.9655172413793104,0.9655172413793104,0.0,eb7a45986d728784478baeb62853a6ddf4cabf1e4f60dc9743b50425bbe6b399
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002,0.0,2002,audit,veto_mavs,single_model,f1,0.9523809523809523,0.9523809523809523,0.0,b8780152e921087e27e21e47cc6128ab78b86f6609567f1f7223a94c65787971
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002,0.0,2002,audit,veto_mavs,single_model,unsafe_acceptance_rate,0.0,0.0,0.0,011cea0af4e4ac4cf4b460e79c70aa7d100628d31987a06fed94d3b4223d69a6
