split_label,dataset_id,system_id,corruption_family,seed_role,metric,directionality,area,levels,area_hash
locked,adult_income,pure_mavs_gc,random_feature_deletion,primary,f1,higher_is_better,0.3015958900588321,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,b8db7c91b50f98471ddef35ca4397fe6627e2faa26c55ab8653fdbad44207993
locked,adult_income,pure_mavs_gc,random_feature_deletion,primary,unsafe_acceptance_rate,lower_is_better,0.01763795423956931,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,cbbf7fd907f0cb084023db76138fc0d78acb35fdbcd37ec23d557c8f55efb550
locked,adult_income,pure_mavs_gc,random_feature_deletion,primary,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,4e9edbcd8de6753dc4068d486c4ea5c6ea94bb9eb97f7dae287363087be2e9da
locked,adult_income,pure_mavs_gc,random_feature_deletion,primary,rejection_rate,context_dependent,0.9300146737646737,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,a60b208af935f5fb68419468c222fd365a624ffd835f8732c2a83f526c62b46e
locked,adult_income,pure_mavs_gc,random_feature_deletion,shadow,accuracy,higher_is_better,0.8020577395577395,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,67830f15edd532bce16768971ff176dd571335e30575a8518e5cc454cbf8b678
locked,adult_income,pure_mavs_gc,random_feature_deletion,shadow,f1,higher_is_better,0.3044613819201429,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,b904ef58b01ce41189006cc5d50f0288e7412af2c66084f61b39e0d0abc5b463
locked,adult_income,pure_mavs_gc,random_feature_deletion,shadow,unsafe_acceptance_rate,lower_is_better,0.019061238223418573,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,c333a52e8f58e0e3665727d167b5cd11aee5d3fdf1ea6bc2e32bac577c9862a3
locked,adult_income,pure_mavs_gc,random_feature_deletion,shadow,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,1366a508522886106e8a878a8d4d80d5c49788495018b3c52df651951e964dc0
locked,adult_income,pure_mavs_gc,random_feature_deletion,shadow,rejection_rate,context_dependent,0.9295915233415233,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,828483df1f821332a23af6727d1c58923bfb71f6e49cc6f81209eff1e5c9fcbf
audit,adult_income,pure_mavs_gc,specialist_failure,audit,accuracy,higher_is_better,0.821048321048321,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,db097aaec6ed03759664fa9470765aa758bbac745136e71ae85d62aca151ab1b
audit,adult_income,pure_mavs_gc,specialist_failure,audit,f1,higher_is_better,0.4188701294569867,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,973328ae863fcc029e5df81d029499f0d680d07196e0ff8e3c73de8c3524d83c
audit,adult_income,pure_mavs_gc,specialist_failure,audit,unsafe_acceptance_rate,lower_is_better,0.02670882669537137,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,5f00eee8365b6aba358322483050a4eb34cf54f86e81d9c84ef16d05c764fadd
audit,adult_income,pure_mavs_gc,specialist_failure,audit,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,5f9216cbf2d1d177e7967b7d36acbcdff74baea097e92ae2df5523a0a7f38a05
audit,adult_income,pure_mavs_gc,specialist_failure,audit,rejection_rate,context_dependent,0.8991605241605242,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,36403086da5be685d82fb6e82250d5bfa1433d869bca9668b0b54a5f98b367c2
audit,adult_income,pure_mavs_gc,specialist_failure,shadow,accuracy,higher_is_better,0.821048321048321,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,ed3cda3e957a3698a649d0f986d39ef65353dbdcad028c45f99a05fbcccc72a3
audit,adult_income,pure_mavs_gc,specialist_failure,shadow,f1,higher_is_better,0.4188701294569867,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,42de7666ff9added8d4a403438414ec20ea17a24a8c76db4083b70704ad25c20
audit,adult_income,pure_mavs_gc,specialist_failure,shadow,unsafe_acceptance_rate,lower_is_better,0.02670882669537137,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,4b7abcbc7d8fab4d27bbd98151e3dba8a24bf912993fd3328d9f4fe1cfeb320a
audit,adult_income,pure_mavs_gc,specialist_failure,shadow,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,93934a5d0d6b4f610fe1901157ca700a3f99df84cf091c71b0979f88c12e1e6f
audit,adult_income,pure_mavs_gc,specialist_failure,shadow,rejection_rate,context_dependent,0.8991605241605242,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,f6fbcf5c887222246565711227b119c24923d70bfda40b918aed4c72fd0ccc43
locked,adult_income,pure_mavs_gc,specialist_failure,primary,accuracy,higher_is_better,0.8252661752661753,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,a6eb1c971e206a6acfa72d2297b0d27632934cc05551c11b79fdb53e1ad1260c
locked,adult_income,pure_mavs_gc,specialist_failure,primary,f1,higher_is_better,0.42888423887105054,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,44e41dded14bc95b7de8a3680fd340a45429b91c078c40d559fc4e363af3d567
locked,adult_income,pure_mavs_gc,specialist_failure,primary,unsafe_acceptance_rate,lower_is_better,0.022799461641991925,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,7f196e727ab5e43c1d75e8ac32119691d0866607c17243f08ed05e24500ff85e
locked,adult_income,pure_mavs_gc,specialist_failure,primary,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,2e1e9b4e9b6ff4ee7ab30984326b377d80750ea829d8160847a44bf0709cab01
locked,adult_income,pure_mavs_gc,specialist_failure,primary,rejection_rate,context_dependent,0.9006961506961506,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,32c8264b8053c1cd2b18ef0292991452fe57a5e68763e64d5143866ebefbc293
locked,adult_income,pure_mavs_gc,specialist_failure,shadow,accuracy,higher_is_better,0.8252661752661753,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,3fd6de38b39646e493568c6b62380acf4ab91ad897e375f1ca9c7babcb360cad
locked,adult_income,pure_mavs_gc,specialist_failure,shadow,f1,higher_is_better,0.42888423887105054,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,9204578c4c4cd9e458e6d1e485b73340bcb8cacdeeb081105f71924463662642
locked,adult_income,pure_mavs_gc,specialist_failure,shadow,unsafe_acceptance_rate,lower_is_better,0.022799461641991925,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,939c24b0ceae913220f91170209434a12018a073a600f8362c265410b93b59de
locked,adult_income,pure_mavs_gc,specialist_failure,shadow,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,1194f3841e9b9cf38923ca542ee51266c19d9ae5838df086b745309e2ae433a6
locked,adult_income,pure_mavs_gc,specialist_failure,shadow,rejection_rate,context_dependent,0.9006961506961506,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,ed7a202eaeab8b8a954117fee43235ec62c4b61df8e9f11233161c08bfce01ee
audit,adult_income,pure_mavs_gc,synthetic_sensor_failure,audit,accuracy,higher_is_better,0.7755528255528256,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,c2d26907609872b180263be6538be3b5951ab667ca24a958927243f37812c52b
audit,adult_income,pure_mavs_gc,synthetic_sensor_failure,audit,f1,higher_is_better,0.1356593254591576,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,801c1313e18b5ac0d6b1fbf8428d04b0a7b1b4696743c0bfcca645a2960ef3e8
audit,adult_income,pure_mavs_gc,synthetic_sensor_failure,audit,unsafe_acceptance_rate,lower_is_better,0.012055974165769647,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,190cf6c2431f1413e112d100d6f40b874888c27a9df32a8ace05409b87c8ce82
audit,adult_income,pure_mavs_gc,synthetic_sensor_failure,audit,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,b92dc6dd8d706664c280f0871ba920b29c20463cb36db1252e3000b020a5d219
audit,adult_income,pure_mavs_gc,synthetic_sensor_failure,audit,rejection_rate,context_dependent,0.966953316953317,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,ce0d04371c75eaba3fe9c3e6fdd74deec26e37c0952792f098d20ef7c054f38a
audit,adult_income,pure_mavs_gc,synthetic_sensor_failure,shadow,accuracy,higher_is_better,0.7755528255528256,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,2503cb8e3d573a77ae5205139b6e04ab1d6a1a91d90c05096a47d06b6aea987c
audit,adult_income,pure_mavs_gc,synthetic_sensor_failure,shadow,f1,higher_is_better,0.1356593254591576,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,43ec9e617b99314801101220bd66f30cf1b70a0ea2e8fbf691fc40cfbded0ff4
audit,adult_income,pure_mavs_gc,synthetic_sensor_failure,shadow,unsafe_acceptance_rate,lower_is_better,0.012055974165769647,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,fd52a31bac245a9167f9422cb40cbc690f12853f83f1b4f814f61eff3eece276
audit,adult_income,pure_mavs_gc,synthetic_sensor_failure,shadow,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,68279789b73fe77b96ce380dcc1ec13cb880bc20595d85070427af7e3b1879bc
audit,adult_income,pure_mavs_gc,synthetic_sensor_failure,shadow,rejection_rate,context_dependent,0.966953316953317,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,b0e38e18d08bc60b5e5767adff583a383bd9b883ab94bf8d11d476e4adba7ef2
locked,adult_income,pure_mavs_gc,synthetic_sensor_failure,primary,accuracy,higher_is_better,0.7766635954135954,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,ebea55f4442273d05f6a82a620ac50b0b243c4d86ffc1aad469d726e94e73659
locked,adult_income,pure_mavs_gc,synthetic_sensor_failure,primary,f1,higher_is_better,0.14040372288041486,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,60e429213d6fcc4f4aeaabadbd7221663f2e65c250ec6d09fc7f08c840c7b214
locked,adult_income,pure_mavs_gc,synthetic_sensor_failure,primary,unsafe_acceptance_rate,lower_is_better,0.011574697173620458,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,7d954426b3df6af85495c8da901cce56b50f0d20478625cec2620aefa11e410b
locked,adult_income,pure_mavs_gc,synthetic_sensor_failure,primary,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,9be06d520fbe0574c6d3c590bad2b725167e102eb096040ab48e9bc1900d8441
locked,adult_income,pure_mavs_gc,synthetic_sensor_failure,primary,rejection_rate,context_dependent,0.9663748976248977,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,2aaba1b97693727daaa78295b576d81cfc543108aa92296f55eb42f73969a2e2
locked,adult_income,pure_mavs_gc,synthetic_sensor_failure,shadow,accuracy,higher_is_better,0.7766635954135954,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,b14b6a5457a43be6858049af1527a42cff09e7f60c3efb4ae7671b145e345400
locked,adult_income,pure_mavs_gc,synthetic_sensor_failure,shadow,f1,higher_is_better,0.14040372288041486,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,dc1e3841df8d3f0d484962517fbf8b86813aea4153bda64d49a3a430b28408e0
locked,adult_income,pure_mavs_gc,synthetic_sensor_failure,shadow,unsafe_acceptance_rate,lower_is_better,0.011574697173620458,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,406ab0bba63caa496e0c853da00e9827eea976c69a4e9c759c37d23e6496e31d
locked,adult_income,pure_mavs_gc,synthetic_sensor_failure,shadow,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,76b55e5c37e306039663573371f366c3c5d96f71134c4bbf33ed58331ca0fd99
locked,adult_income,pure_mavs_gc,synthetic_sensor_failure,shadow,rejection_rate,context_dependent,0.9663748976248977,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,3556316ff7bcf42335e7a0ba27efd381c77927292d0b481e7b0a34e6b9df9aef
audit,adult_income,single_model,adversarial_confidence_inflation,audit,accuracy,higher_is_better,0.855036855036855,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,79ab9fd093f2b027721452dd55f5821c50808b574aa34bd5121f847d2df7ec8d
audit,adult_income,single_model,adversarial_confidence_inflation,audit,f1,higher_is_better,0.6781818181818182,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,dba19aa159fe2d234a10b7506864e4779f77aeedffc92ef45613d9c5fb1c4895
audit,adult_income,single_model,adversarial_confidence_inflation,audit,unsafe_acceptance_rate,lower_is_better,0.07696447793326157,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,91235febbd44c40d45e5d08f17a4c41647cb8cd9f2bc185a73f78e75e4aff74f
audit,adult_income,single_model,adversarial_confidence_inflation,audit,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,841bf451257c5ed32bb4c5802c7f19ef4288def56421431be53f2eebcdfd9a75
audit,adult_income,single_model,adversarial_confidence_inflation,audit,rejection_rate,context_dependent,0.7886977886977887,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,41fbec46181c002ff3fec6006349ca0d2d5a517ae077283a6106b9048e3e76a6
audit,adult_income,single_model,adversarial_confidence_inflation,shadow,accuracy,higher_is_better,0.855036855036855,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,5c56f549cef34a6bb62bb76b258a38253e93af7353d6d8150e034039ba99fd93
audit,adult_income,single_model,adversarial_confidence_inflation,shadow,f1,higher_is_better,0.6781818181818182,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,0e5050ea4ed1ed6f84f556e11429db88e0077710112868675096e1b6b18b21b9
audit,adult_income,single_model,adversarial_confidence_inflation,shadow,unsafe_acceptance_rate,lower_is_better,0.07696447793326157,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,031bad29e901c4b81db96021bc51c96f260473bd483c1e93a96b519b3cd3c157
audit,adult_income,single_model,adversarial_confidence_inflation,shadow,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,9973b7e090c2645090175431ce5cc3efc57f2e46f47875d28cf6ca84c5073886
audit,adult_income,single_model,adversarial_confidence_inflation,shadow,rejection_rate,context_dependent,0.7886977886977887,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,c075efd3667dd7c0cac61f149f3ce5a4ed2afbd6eb63e77bbe77244096cbb395
locked,adult_income,single_model,adversarial_confidence_inflation,primary,accuracy,higher_is_better,0.8632268632268633,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,d7350b29f2923cb8c573706cf07ecdfa549528839b174534ca671756fdc407ff
locked,adult_income,single_model,adversarial_confidence_inflation,primary,f1,higher_is_better,0.6881419234360411,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,b37cd80e18f065d50befa6cfe96e6ec8dac4014641ac803e1d5bedcf1bc83883
locked,adult_income,single_model,adversarial_confidence_inflation,primary,unsafe_acceptance_rate,lower_is_better,0.06352624495289368,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,846165626741d8114ea594d0c9ef3275db014e2ed4ed3f514c59e2304d58afb3
locked,adult_income,single_model,adversarial_confidence_inflation,primary,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,32fbe7517ecd8e85dd41ca59da3e2665e64d7c18017b26ec91b8f5ca0b36a305
locked,adult_income,single_model,adversarial_confidence_inflation,primary,rejection_rate,context_dependent,0.8007780507780508,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,f9f6f4d09d77b69f63fbe170cc66b9a899573e1bf7349dec158b7312f6e6bec2
locked,adult_income,single_model,adversarial_confidence_inflation,shadow,accuracy,higher_is_better,0.8632268632268633,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,8efba58106158ce2666058f94a023187fc7ed065f3a24598d2d912a6a87057f4
locked,adult_income,single_model,adversarial_confidence_inflation,shadow,f1,higher_is_better,0.6881419234360411,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,f4ed02eef84328edccb861e49b6fadd91ac7566234ee3322020ddeda63c5545e
locked,adult_income,single_model,adversarial_confidence_inflation,shadow,unsafe_acceptance_rate,lower_is_better,0.06352624495289368,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,fca516e81415da4e42f9ab2b242e13694654fa4e04181ba981fa20a238350193
locked,adult_income,single_model,adversarial_confidence_inflation,shadow,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,e7b3823ad3007ffe25157a4e7086e7e2ef599b9112038f2ecb3763857619f19e
locked,adult_income,single_model,adversarial_confidence_inflation,shadow,rejection_rate,context_dependent,0.8007780507780508,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,938643a69bd6c03034225c783c6a1c213e15f526b48914a3f9c017189df1c008
audit,adult_income,single_model,confidence_distortion,audit,accuracy,higher_is_better,0.855036855036855,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,444ca0a91adba3aca79c1c01504efa897e68f6254554c524e2104d751d3a48b7
audit,adult_income,single_model,confidence_distortion,audit,f1,higher_is_better,0.6781818181818182,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,008b24fe1777af8d6aca2716447ab741c0dc9531d945bed07c1c95f231987197
audit,adult_income,single_model,confidence_distortion,audit,unsafe_acceptance_rate,lower_is_better,0.07696447793326157,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,87b37b82fc02219d816d6e6d2afcb775e5b37d68b3dfb67cc4b243f1fbcef1ab
audit,adult_income,single_model,confidence_distortion,audit,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,90ab33360de252e864c49546e104b236c0130de3bb36832a06dc00be76e4348f
audit,adult_income,single_model,confidence_distortion,audit,rejection_rate,context_dependent,0.7886977886977887,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,350365d6cec5225ca79b1f05477505745822688d787cc679ef5651733d2afce5
audit,adult_income,single_model,confidence_distortion,shadow,accuracy,higher_is_better,0.855036855036855,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,64f78dfa1cc705db164488a621102baaf0a162670e8971ab4544aa26a6dc87a6
audit,adult_income,single_model,confidence_distortion,shadow,f1,higher_is_better,0.6781818181818182,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,8225482ad0463303a751b05ce3d88c4b1e416926e951b2e32a815cd14ac4940b
audit,adult_income,single_model,confidence_distortion,shadow,unsafe_acceptance_rate,lower_is_better,0.07696447793326157,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,4134b57f0bc5b6872474e9e02f2b1c8405721a4d548a24e2c031df9b1d43f194
audit,adult_income,single_model,confidence_distortion,shadow,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,fa82d844abe528c224b0e2012fa77c6c33cca353b123bbd8f7e39bfde28fef38
audit,adult_income,single_model,confidence_distortion,shadow,rejection_rate,context_dependent,0.7886977886977887,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,38aaae54b1956036e74e95bbad79a55fae9f7580c7b7b2e50a7fd5b332aa36eb
locked,adult_income,single_model,confidence_distortion,primary,accuracy,higher_is_better,0.8632268632268633,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,4aa299d235f77ee04aa73ca66d7f625cd71477017ee6dcd2ce97cbeb0707b0d5
locked,adult_income,single_model,confidence_distortion,primary,f1,higher_is_better,0.6881419234360411,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,1f5c491f19a409375c24982a20e73d47d90e0988d6d471a4d5c3065d59d3a3bc
locked,adult_income,single_model,confidence_distortion,primary,unsafe_acceptance_rate,lower_is_better,0.06352624495289368,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,0fa6cfbe58803540cbdd40908840dda9f62d43f9e4195f5cf1d0cb4b1d64cc11
locked,adult_income,single_model,confidence_distortion,primary,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,33e1eac2d214bbfd7aeb8e50013e0a2a5b5d21dcbefb21fa62765909d3a471e5
locked,adult_income,single_model,confidence_distortion,primary,rejection_rate,context_dependent,0.8007780507780508,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,cbb60d49ffabdf8b73229a0c4973a3a5e9de3fcac4dad34e0b13d2afca1bb931
locked,adult_income,single_model,confidence_distortion,shadow,accuracy,higher_is_better,0.8632268632268633,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,fae60bea96fb32db7677d5c2305602dca1d7f5477a981637eaf9a8b25876a858
locked,adult_income,single_model,confidence_distortion,shadow,f1,higher_is_better,0.6881419234360411,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,0ef965f9dede0252e613e24c48ef3be1c0c0fc7a6a87142b8b6b77deec4cc5f8
locked,adult_income,single_model,confidence_distortion,shadow,unsafe_acceptance_rate,lower_is_better,0.06352624495289368,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,9ada675c63335d4e8806ce009b20b6b44d21308b415c93b2516703c93ee47d3b
locked,adult_income,single_model,confidence_distortion,shadow,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,a4f21c2a2401aacc30d010ae03be216f95fdee6d72378a31a0d9da6eaf4c9561
locked,adult_income,single_model,confidence_distortion,shadow,rejection_rate,context_dependent,0.8007780507780508,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,b6115754d370896cdd6514dfc24d71c4fa2ad0b979565a91ce6fc4b6d3883feb
audit,adult_income,single_model,distribution_shift,audit,accuracy,higher_is_better,0.866252346774205,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,b32b0bbe1ea40de7705a2872145c6d4e30a17a64b4335142e68ed4a8c23190c8
audit,adult_income,single_model,distribution_shift,audit,f1,higher_is_better,0.7386460465839482,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,db1dce06aaee11331044848f3908cfb016a50b5281f28be5f7af3ab6f996fa63
audit,adult_income,single_model,distribution_shift,audit,unsafe_acceptance_rate,lower_is_better,0.07659543617296996,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,f069a462518c579db7e4e912426f32b09eb7e2d69d5453e5e578ef94fbe0b4e4
audit,adult_income,single_model,distribution_shift,audit,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,88ddc6474176741a5001ad680eee5c9e35c8a5d8e4316203c49d8fa944453c41
audit,adult_income,single_model,distribution_shift,audit,rejection_rate,context_dependent,0.7522079308469634,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,a976d7f08e0aa8877c8c5f26a9af4ed5b9b82dca7177290c72358a5e87d0be79
audit,adult_income,single_model,distribution_shift,shadow,accuracy,higher_is_better,0.866252346774205,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,a4f02c4e31ca1e5b5ccc9a6c8cc4528c1b3b8f1e8df4bd20122a0298627d5b8f
audit,adult_income,single_model,distribution_shift,shadow,f1,higher_is_better,0.7386460465839482,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,69ec93239b8dbac993dd7f2767c09dbf60d57f7744372019ffc2ad12b952a379
audit,adult_income,single_model,distribution_shift,shadow,unsafe_acceptance_rate,lower_is_better,0.07659543617296996,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,3618086385c5aa05ab3e59a875b832513c52b1c8d35b9bdbc3426ec26108368b
audit,adult_income,single_model,distribution_shift,shadow,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,16ed9099f211cdd361a12dd88778918d5294615bbfd71382410758172875f574
audit,adult_income,single_model,distribution_shift,shadow,rejection_rate,context_dependent,0.7522079308469634,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,effd56b217875b4f18a3802f1f2060ece2ce29948e424e139a2eca5ab061f99d
locked,adult_income,single_model,distribution_shift,primary,accuracy,higher_is_better,0.8701936798803285,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,6770bca130387426272b9bc022373b42578e352c40751544674b950a0e55a271
locked,adult_income,single_model,distribution_shift,primary,f1,higher_is_better,0.7412514419971192,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,8a6b22ab784395d022bed26df15370a86561d6fad8c16e5ff9f1a723e4ab47de
locked,adult_income,single_model,distribution_shift,primary,unsafe_acceptance_rate,lower_is_better,0.06820100451495488,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,c607883674d2b73365d5bc224661169d3622fabcd97a36634d884035ef2b3fef
locked,adult_income,single_model,distribution_shift,primary,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,cbbd1a5bd278d8d60948d0f898c23fb7cc93d98f94418183b966dd3cb6b14040
locked,adult_income,single_model,distribution_shift,primary,rejection_rate,context_dependent,0.7609862051691835,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,cd434325e54ac9c8bf76005a4c65384e50c0f41b9bf472883ae3a313dcc5fd1c
locked,adult_income,single_model,distribution_shift,shadow,accuracy,higher_is_better,0.8701936798803285,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,7942578a6cf66aa69e1f0b02f8a9c6c0ca2a6ed9a27c072c801767a7ed4cc56d
locked,adult_income,single_model,distribution_shift,shadow,f1,higher_is_better,0.7412514419971192,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,5987a6a815abf881121f2b457e1515ce6d24e4b806cfef4622e587b180494b56
locked,adult_income,single_model,distribution_shift,shadow,unsafe_acceptance_rate,lower_is_better,0.06820100451495488,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,3e3dbc33f19a2a19113e8f7a7ee34fcc9a7bc6ab67ed99f507eeb4287cec1644
locked,adult_income,single_model,distribution_shift,shadow,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,83d5269e6d4faf17a7d05a978d3fc4e469986a95f7cb30e154165c502a75b37b
locked,adult_income,single_model,distribution_shift,shadow,rejection_rate,context_dependent,0.7609862051691835,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,af7059c639c7b54170bed07b0eb584163883573365793d5a877f18e4b823019c
audit,adult_income,single_model,feature_noise,audit,accuracy,higher_is_better,0.837025662025662,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,663fbb05d05e75a8d0e9754d24daf7c480fa4a06d3d640990649e0439a629ccf
audit,adult_income,single_model,feature_noise,audit,f1,higher_is_better,0.6196933334021494,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,9ca511d5b3521f94ccb28f9dedeebe5249f2d5e5d189097ce4fd46d1c5539c37
audit,adult_income,single_model,feature_noise,audit,unsafe_acceptance_rate,lower_is_better,0.07565482597775386,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,0ebb08e46813b6612b1f4a62f08bd54274c70cbe0385c13a8361785e17f78c8a
