split_label,dataset_id,system_id,corruption_family,seed_role,metric,directionality,area,levels,area_hash
audit,bank_marketing,static_weighted_ensemble,adversarial_confidence_inflation,audit,accuracy,higher_is_better,0.9001069321533923,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,27d6b08b178d1682c5f6645d176e735e4ea830a0a40e802936f4bb3b43fe30b3
audit,bank_marketing,static_weighted_ensemble,adversarial_confidence_inflation,audit,f1,higher_is_better,0.5246136225415285,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,1d964ff5d9bea87599176170dcab95bc37e2c1451786a39ed83f6ed5af7d73d5
audit,bank_marketing,static_weighted_ensemble,adversarial_confidence_inflation,audit,unsafe_acceptance_rate,lower_is_better,0.04329492317969272,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,d4fa00d020ea759f4c3f6a0e5bf737dc3a90e0c8c23ac83ad6e8fefac1c45b55
audit,bank_marketing,static_weighted_ensemble,adversarial_confidence_inflation,audit,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,13ae769a6983f28b80feac09c28b81f965e5841a123bfefc4521e08522cee09d
audit,bank_marketing,static_weighted_ensemble,adversarial_confidence_inflation,audit,rejection_rate,context_dependent,0.906603982300885,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,3ab519d5c30d9b7eeb52d5466922c8931581c8da7d0cdb5ea312051b8c8778e0
audit,bank_marketing,static_weighted_ensemble,adversarial_confidence_inflation,shadow,accuracy,higher_is_better,0.8999778761061947,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,869763b2a9b2cbf65fc9d93d7dce5cb42c9ab4306619ec8429b4c3ddddb25f82
audit,bank_marketing,static_weighted_ensemble,adversarial_confidence_inflation,shadow,f1,higher_is_better,0.5230107921855512,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,ff4527ca3507430e4f5bd387af50130fb51f1625df8ceacaba66ca04317ef43a
audit,bank_marketing,static_weighted_ensemble,adversarial_confidence_inflation,shadow,unsafe_acceptance_rate,lower_is_better,0.04311748496993988,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,8cb570af506be39bfbb67e671e311dc6b2a04135bec4653b3f43bcdf27007f8d
audit,bank_marketing,static_weighted_ensemble,adversarial_confidence_inflation,shadow,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,387c237147e6da881f182b600e036bb8f950673d644a2f6bb9139e8d557d5a30
audit,bank_marketing,static_weighted_ensemble,adversarial_confidence_inflation,shadow,rejection_rate,context_dependent,0.9070464601769911,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,b71dd856cebb99063817e97a50c97b5a7b5e14ad1a854b6a59c4f8e159bee8ad
locked,bank_marketing,static_weighted_ensemble,adversarial_confidence_inflation,primary,accuracy,higher_is_better,0.8958213522082135,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,461596e0d2efaa8589c6bb925adbf0c36cc61d8b701990f5e5163bd39c563f42
locked,bank_marketing,static_weighted_ensemble,adversarial_confidence_inflation,primary,f1,higher_is_better,0.49210812187090563,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,606de279f9228de32a3cba161d09d4bd001b8f6f1ba30cbf45cf8e9b8c60b6fa
locked,bank_marketing,static_weighted_ensemble,adversarial_confidence_inflation,primary,unsafe_acceptance_rate,lower_is_better,0.04264570808283233,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,ff6e4df8120c3c93cc15355b441a339cf6738fe9af6d0dfb9124d2711069dd4c
locked,bank_marketing,static_weighted_ensemble,adversarial_confidence_inflation,primary,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,3750a41eff265621d005fde491b0e8d68910bc756c2ea00c5eeb8034beef39b0
locked,bank_marketing,static_weighted_ensemble,adversarial_confidence_inflation,primary,rejection_rate,context_dependent,0.9118576273685762,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,e7559ee86b6d114fdf27fb9dc787d9a48df0c6126d99d8bdf520a2b11806b6d9
locked,bank_marketing,static_weighted_ensemble,adversarial_confidence_inflation,shadow,accuracy,higher_is_better,0.8957310329573104,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,56c7254ce3b52114958895e5404a1da8891bf393bcb48c2b68f6c0558806da0d
locked,bank_marketing,static_weighted_ensemble,adversarial_confidence_inflation,shadow,f1,higher_is_better,0.49127144322302835,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,7472e01c387a4d9b3bc1e668c74d10684eba6878731408df5d2ae2bccd2d18f1
locked,bank_marketing,static_weighted_ensemble,adversarial_confidence_inflation,shadow,unsafe_acceptance_rate,lower_is_better,0.04262274549098197,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,c7a90b0e70e18e7eb3456e9ffd0376f626fdbffbb12690dce89fbc6e6d8855ec
locked,bank_marketing,static_weighted_ensemble,adversarial_confidence_inflation,shadow,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,24384b5a88b68a719c59a93b2873f50e24458e9cd0a03297362c9a176ebcbaa7
locked,bank_marketing,static_weighted_ensemble,adversarial_confidence_inflation,shadow,rejection_rate,context_dependent,0.9119884981198849,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,7860bc3feef15c75c52b997ae0369e1d19e42a915ac7e14e807bc2a18b947ef0
audit,bank_marketing,static_weighted_ensemble,confidence_distortion,audit,accuracy,higher_is_better,0.9088606194690266,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,e74ddbcb729ad0a096352a145e72797c2b5803c257599e3150be4011fe196e6a
audit,bank_marketing,static_weighted_ensemble,confidence_distortion,audit,f1,higher_is_better,0.5690674806803329,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,cd27eca432c008b9ef61151b24d970827aeb32acf8aaa66e1a740db24c7b999f
audit,bank_marketing,static_weighted_ensemble,confidence_distortion,audit,unsafe_acceptance_rate,lower_is_better,0.03906563126252505,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,c1c24c55fd5637615fa2dc096e930b8c27fee008f40c4f9673b548a23a804f47
audit,bank_marketing,static_weighted_ensemble,confidence_distortion,audit,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,9ed71566dba2a0cf3fe65b302c9215ba4dccb57d15e8d5830be24b089d4f067b
audit,bank_marketing,static_weighted_ensemble,confidence_distortion,audit,rejection_rate,context_dependent,0.905320796460177,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,1279e18935f575592baab37b7188b403560870074f918a8320a3c3126780470f
audit,bank_marketing,static_weighted_ensemble,confidence_distortion,shadow,accuracy,higher_is_better,0.9088606194690266,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,90d00302545939565c31cb987f8a84022be4df0c69d868fba23538a48bfc824d
audit,bank_marketing,static_weighted_ensemble,confidence_distortion,shadow,f1,higher_is_better,0.5690674806803329,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,7731aaebb25e45756e31692668072cda7217cabd9b3c9e9ad58e0feca21a37e4
audit,bank_marketing,static_weighted_ensemble,confidence_distortion,shadow,unsafe_acceptance_rate,lower_is_better,0.03906563126252505,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,89faa273109ab02d128c6f0ba8bc20c18b98671e1e3b286919c615b7b6395c15
audit,bank_marketing,static_weighted_ensemble,confidence_distortion,shadow,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,ef3e9914b451b8d20b2df05beffa6cf8ce84c6d28f81e08ae1cb001a394c3b46
audit,bank_marketing,static_weighted_ensemble,confidence_distortion,shadow,rejection_rate,context_dependent,0.905320796460177,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,a898ca19c2d45506f8ffcf8c9a0a18165fd46156fcdc349c928ae756f1f4d61a
locked,bank_marketing,static_weighted_ensemble,confidence_distortion,primary,accuracy,higher_is_better,0.9070559610705596,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,10b439d9b11440a3cfcf7f59b5dd0a4e78d2685b34e91789181c5d16b56d78de
locked,bank_marketing,static_weighted_ensemble,confidence_distortion,primary,f1,higher_is_better,0.5453366411768139,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,e0227e99cdcd9552750344ad5f3d7dadaa77ac64b6da4ac5cb5476a8766fd4a4
locked,bank_marketing,static_weighted_ensemble,confidence_distortion,primary,unsafe_acceptance_rate,lower_is_better,0.03587174348697395,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,812b9768380f2df259f6b7db7056d4053e3285e72913d960eaf01a2b607096c4
locked,bank_marketing,static_weighted_ensemble,confidence_distortion,primary,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,0a8f5537a4477aeb971b1866256329f41098140ca6b7805f5bfc765744e8c344
locked,bank_marketing,static_weighted_ensemble,confidence_distortion,primary,rejection_rate,context_dependent,0.9125857111258571,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,eb9128030394dbcbb1b9e2215fd288ebdb6e8ba5a9bd98ca33bfe1094740b01d
locked,bank_marketing,static_weighted_ensemble,confidence_distortion,shadow,accuracy,higher_is_better,0.9070559610705596,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,ce061e519c5fac985d518e055899e05b2f66a995cadf6d761715ed8c48ea758d
locked,bank_marketing,static_weighted_ensemble,confidence_distortion,shadow,f1,higher_is_better,0.5453366411768139,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,73c026993300c2afc0a08ad9da49ad64244136f6b55690bf6ebc767b90ed1869
locked,bank_marketing,static_weighted_ensemble,confidence_distortion,shadow,unsafe_acceptance_rate,lower_is_better,0.03587174348697395,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,ee4950bc491c94632ca5a4bc24d99227a91bc0eda443c39523824790a68a9ada
locked,bank_marketing,static_weighted_ensemble,confidence_distortion,shadow,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,c19fde962a7235190ad054f9abeabb53e4a72278a9cc6d8d486e1c2d83fc4f0c
locked,bank_marketing,static_weighted_ensemble,confidence_distortion,shadow,rejection_rate,context_dependent,0.9125857111258571,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,bd6bcf4ca7e7b9d48c316aba3fdd888c3aad457abbaeb3e137b582441f3d45fd
audit,bank_marketing,static_weighted_ensemble,distribution_shift,audit,accuracy,higher_is_better,0.8847376754028866,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,6dff70342389ac2815941a7066b1446005d406f8695d0beeb2dc40504bea6e4b
audit,bank_marketing,static_weighted_ensemble,distribution_shift,audit,f1,higher_is_better,0.6097712595881556,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,fb2052736a1dc5621416516d46a9d68c9b75a6dba3de91446f6555428251a54b
audit,bank_marketing,static_weighted_ensemble,distribution_shift,audit,unsafe_acceptance_rate,lower_is_better,0.06057843754667838,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,b15935b125b1d16334a21721422865d8513344533399ca9b165b1491a58785ec
audit,bank_marketing,static_weighted_ensemble,distribution_shift,audit,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,6a56f3a5ea85ad8b3c96580dfa20f0c9790df84ffc1aed448eca6e898d0f3b91
audit,bank_marketing,static_weighted_ensemble,distribution_shift,audit,rejection_rate,context_dependent,0.8569299957244835,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,21d04ec4c8cf3f86f3afb27e93a53f8231d2eb7ac02b7be482cbcc5caf50fc20
audit,bank_marketing,static_weighted_ensemble,distribution_shift,shadow,accuracy,higher_is_better,0.8847376754028866,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,0bf1dcd4eeb2234c6c464f60b52c363cfeda95898c7149c92bd6ba64c2dfa7c5
audit,bank_marketing,static_weighted_ensemble,distribution_shift,shadow,f1,higher_is_better,0.6097712595881556,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,0925030ba9a0d024cf4ce5537718a3a94e437bbf6b7c0cb037eb013fef838620
audit,bank_marketing,static_weighted_ensemble,distribution_shift,shadow,unsafe_acceptance_rate,lower_is_better,0.06057843754667838,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,8504c21dcfe7efbdc13acdd3fc92d04826e93effce01c531c1c466b4fac1060e
audit,bank_marketing,static_weighted_ensemble,distribution_shift,shadow,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,7d391932c87c7a00b78e7a8c1f205ead7939d60df979a42c5bd8ed2ea67aceff
audit,bank_marketing,static_weighted_ensemble,distribution_shift,shadow,rejection_rate,context_dependent,0.8569299957244835,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,ad9a46b9e37743f19906d9bbc0d4d400fc3750b859397ff5f792bb9db617ab73
locked,bank_marketing,static_weighted_ensemble,distribution_shift,primary,accuracy,higher_is_better,0.8788361826428672,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,dfac95720567fd6fb9477749a1af0ef6e346d9d202c08876aff0e2347b7e755d
locked,bank_marketing,static_weighted_ensemble,distribution_shift,primary,f1,higher_is_better,0.5784006485418451,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,c71c78693fd56e444c36198b0ae5836d2d0e7fe1e05bc8737b71d49ac7af9c36
locked,bank_marketing,static_weighted_ensemble,distribution_shift,primary,unsafe_acceptance_rate,lower_is_better,0.060382403293609825,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,e5b582edbed61db1cae3f176287e81ee4705c53e916cf5b44f773ef6208484cf
locked,bank_marketing,static_weighted_ensemble,distribution_shift,primary,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,bc7d2231f824e27e48e9654227a8c1ef87fe9d591690c268adb5dee0e1d21b50
locked,bank_marketing,static_weighted_ensemble,distribution_shift,primary,rejection_rate,context_dependent,0.8647805756393538,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,743e805eb023e5646e2b3889d2ee9d23c59fb621246898179d5d98ca099b5097
locked,bank_marketing,static_weighted_ensemble,distribution_shift,shadow,accuracy,higher_is_better,0.8788361826428672,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,2600577ce17ba15b53590a5dcbfa6a5cce1212164061eba8a8e464f09b55f9c7
locked,bank_marketing,static_weighted_ensemble,distribution_shift,shadow,f1,higher_is_better,0.5784006485418451,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,d054b47eb5f999eeddb3620c9706d9a532c34391ae32371dcf230b402e1b1d40
locked,bank_marketing,static_weighted_ensemble,distribution_shift,shadow,unsafe_acceptance_rate,lower_is_better,0.060382403293609825,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,b6774518776dc919477f305d450004a4e7f80679ffd40f182137807f7e72cf34
locked,bank_marketing,static_weighted_ensemble,distribution_shift,shadow,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,753125666b6099700626c4d1fc54a4b7c40cfbf54e51766ab4f0db5842db520b
locked,bank_marketing,static_weighted_ensemble,distribution_shift,shadow,rejection_rate,context_dependent,0.8647805756393538,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,beeb0595cec40afc1037ff1957cb43c753c23aac2c285e6068d704f4d26ba2e4
audit,bank_marketing,static_weighted_ensemble,feature_noise,audit,accuracy,higher_is_better,0.8927617994100295,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,112ef2f569b161c7dd48624a27186f27efd722c81f2d85add06cf19c3b6d489c
audit,bank_marketing,static_weighted_ensemble,feature_noise,audit,f1,higher_is_better,0.5085269299394383,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,9a25b90a194f6f52a8434ba7b2afd8d1afda5d00dc6f00e6c855fe4a9c57473c
audit,bank_marketing,static_weighted_ensemble,feature_noise,audit,unsafe_acceptance_rate,lower_is_better,0.05168670674682698,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,58d725184695de264fb7b6cbd6516bdebe23cf2ae1193d4afb9b9fd76790d856
audit,bank_marketing,static_weighted_ensemble,feature_noise,audit,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,455a9c6fe8e7ae3621f3b0965a8468b8ee7b563893428a49247bf03e088122a3
audit,bank_marketing,static_weighted_ensemble,feature_noise,audit,rejection_rate,context_dependent,0.8991261061946902,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,7a0bb57544281ce65c19d4e674218b0e45b7bb9a2591e996dd9d2062788c77a0
audit,bank_marketing,static_weighted_ensemble,feature_noise,shadow,accuracy,higher_is_better,0.8908573008849558,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,4eb3126a9af94d30cbd02954296b609b01dca0105bd7a8b414da11ad33b0ac73
audit,bank_marketing,static_weighted_ensemble,feature_noise,shadow,f1,higher_is_better,0.5042416802279481,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,923cb190b17c147f2c68069b948df074b66b254fc29cb1e91253545749929784
audit,bank_marketing,static_weighted_ensemble,feature_noise,shadow,unsafe_acceptance_rate,lower_is_better,0.05371993987975952,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,5ce6baf167e1d877e5afb0dd5886b973acaff9b0cb4fdbc765f2949b0d07bf7a
audit,bank_marketing,static_weighted_ensemble,feature_noise,shadow,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,2ce13339de91ae7c088b61d7ed5d158ed0d6e02ffbac8517ad1d10b9ebf5eed2
audit,bank_marketing,static_weighted_ensemble,feature_noise,shadow,rejection_rate,context_dependent,0.8974391592920353,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,aa0a884018adf58713210fdee403bbc1363a63ed57c91566b0d13552ea5c045c
locked,bank_marketing,static_weighted_ensemble,feature_noise,primary,accuracy,higher_is_better,0.8921551279215513,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,d5ca08e7af19aff88dcd0e8f83a26bae45145738da4db07cd5f855d248a35558
locked,bank_marketing,static_weighted_ensemble,feature_noise,primary,f1,higher_is_better,0.49549202943454523,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,eaade20f7d426e97e2b59878b5fbb63124150057753e89fd472416d90fc7a2c1
locked,bank_marketing,static_weighted_ensemble,feature_noise,primary,unsafe_acceptance_rate,lower_is_better,0.04925475951903808,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,9af7667c1f44df5403d6da5a147922c271c0b2c71563d809e106ab982080432f
locked,bank_marketing,static_weighted_ensemble,feature_noise,primary,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,d7d7cf6ac6744878abbd160314c40c8f5b9923f8cf29137712b1dd9167101583
locked,bank_marketing,static_weighted_ensemble,feature_noise,primary,rejection_rate,context_dependent,0.903852392538524,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,9e23dcf5649cd8ed621f65686387810668e2f2980fafbf277f29647167e02133
locked,bank_marketing,static_weighted_ensemble,feature_noise,shadow,accuracy,higher_is_better,0.8895570670205706,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,41ccfe2881ba991957b9818b117029af113edac20e28d9d1f28e36c71c517f8c
locked,bank_marketing,static_weighted_ensemble,feature_noise,shadow,f1,higher_is_better,0.4826769522567807,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,4797bdb230f937e3eb566eebfacf5c6afc910744351463fe66f516e7a0e4c372
locked,bank_marketing,static_weighted_ensemble,feature_noise,shadow,unsafe_acceptance_rate,lower_is_better,0.05060433366733467,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,731602dc8e670cbeff0ed5ab03334bf9a88c8326d09c616687a2e742c444326f
locked,bank_marketing,static_weighted_ensemble,feature_noise,shadow,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,5c18ab958015cfb5dc72dc8ca607b038d855fda8889197492346b93e8b2fd0c8
locked,bank_marketing,static_weighted_ensemble,feature_noise,shadow,rejection_rate,context_dependent,0.9040671311656714,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,a7c4fbc11ceb00090e4e3903f33a9ac7022943596e44ff1891a47b093d0f681d
audit,bank_marketing,static_weighted_ensemble,label_noise,audit,accuracy,higher_is_better,0.9092920353982301,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,ce3431e9dfb77855f1d22f4f48e778efb4ded931d6d3f9f924aa4ec95a9d66f3
audit,bank_marketing,static_weighted_ensemble,label_noise,audit,f1,higher_is_better,0.5702306079664571,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,3565a886855fd49a8d31c467ecfe9d965709bb2c776d017ab0f251cb9b46beb5
audit,bank_marketing,static_weighted_ensemble,label_noise,audit,unsafe_acceptance_rate,lower_is_better,0.03857715430861723,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,4c18c96024cedcebe1a7532624e85fa5789a5d43aca0c94fd038f4171e5f9196
audit,bank_marketing,static_weighted_ensemble,label_noise,audit,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,71bb3c6652c22e75993c1c8cc50c5ca3899029209827897c892a7aa6440eeac3
audit,bank_marketing,static_weighted_ensemble,label_noise,audit,rejection_rate,context_dependent,0.9057522123893805,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,b08a8dfd253407224cbae7fc97c27bc269851b29e4569691259f2722bda4989a
audit,bank_marketing,static_weighted_ensemble,label_noise,shadow,accuracy,higher_is_better,0.9092920353982301,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,90f209b2101c7dc9e5a2e4571ba3f1ebffd880dc2cdcc80ffca5bcbf31eb6362
audit,bank_marketing,static_weighted_ensemble,label_noise,shadow,f1,higher_is_better,0.5702306079664571,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,2c8923419365ac96a6155ce9d508fdcde10886ef45c656f88d3fc5fb5cfa4752
audit,bank_marketing,static_weighted_ensemble,label_noise,shadow,unsafe_acceptance_rate,lower_is_better,0.03857715430861723,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,550bd6fb7597f307780a6c447942607b1e8ff63496c09c517f7334b4deb5ec0f
audit,bank_marketing,static_weighted_ensemble,label_noise,shadow,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,2a0493e44d6d1a6d56d25180b6b607fdaf1e0e4e5429089826ed0b5c1044bce2
audit,bank_marketing,static_weighted_ensemble,label_noise,shadow,rejection_rate,context_dependent,0.9057522123893805,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,8bc53e524a0623b2069f3ab5b2f63c2c1fcfd9de3a74fe6c83e11b4ab2db5d1d
locked,bank_marketing,static_weighted_ensemble,label_noise,primary,accuracy,higher_is_better,0.9066578190665782,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,6d1604dd1e971c020b37c9774846da9686115bc90ccf2d3b0cc4e2ee8a8fe734
locked,bank_marketing,static_weighted_ensemble,label_noise,primary,f1,higher_is_better,0.5442764578833694,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,6e33427db7238c731b546b0388b5c0e98c14385a37224552ab61718a5ccaff8d
locked,bank_marketing,static_weighted_ensemble,label_noise,primary,unsafe_acceptance_rate,lower_is_better,0.036322645290581164,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,672f002cd4af294fd0d7a166f8e15cd003d8c40331a54c3e336294406f2efb93
locked,bank_marketing,static_weighted_ensemble,label_noise,primary,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,1be2f3adda0658da58ec0c1fcec1a071b556bd6249769405a50d6cb8b0d79b39
locked,bank_marketing,static_weighted_ensemble,label_noise,primary,rejection_rate,context_dependent,0.9121875691218757,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,627ac23a91e76c8d481549bb0e3d72e36d2ed5584c48885f68e5cfae4a20c632
locked,bank_marketing,static_weighted_ensemble,label_noise,shadow,accuracy,higher_is_better,0.9066578190665782,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,2a3579ec143a6da25ce54b1377ae167ab47312b083df74b13445ec554e653c07
locked,bank_marketing,static_weighted_ensemble,label_noise,shadow,f1,higher_is_better,0.5442764578833694,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,0e499d461971edf5beb1ee5e8c0fed4333aefb3e4bc544af6d170b5d47d9d69c
locked,bank_marketing,static_weighted_ensemble,label_noise,shadow,unsafe_acceptance_rate,lower_is_better,0.036322645290581164,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,14466f0fe02ce92e468a3fdb3c6d6a7153319d6a2f231cc2e83ebe585a851c41
locked,bank_marketing,static_weighted_ensemble,label_noise,shadow,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,5c43579baff3aaa81a0245d576a2aba1d9614cb03af3bea19d84d72dbe8aa278
locked,bank_marketing,static_weighted_ensemble,label_noise,shadow,rejection_rate,context_dependent,0.9121875691218757,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,3e5b287ef6a7a43fa05a873da7b19713786b71658ccaf9eeb75ade951e71a130
audit,bank_marketing,static_weighted_ensemble,missing_features,audit,accuracy,higher_is_better,0.8929977876106194,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,4847ef401fac9475af5c8abfd0e43bb8335f511c150a7ea0ad0d756ed99a6ecf
audit,bank_marketing,static_weighted_ensemble,missing_features,audit,f1,higher_is_better,0.29981354243510394,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,ce8d8b6b8aa4c8fa07d93b083c916ca25201d416cabc7f46f57ea6e38a074523
audit,bank_marketing,static_weighted_ensemble,missing_features,audit,unsafe_acceptance_rate,lower_is_better,0.019146626586506343,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,174a79f8c5a05adf00c8227b576081e1cef4d54c81ef66e61322e75dcb1c126c
audit,bank_marketing,static_weighted_ensemble,missing_features,audit,technical_failure_rate,lower_is_better,0.0,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,210295cd7298d697b87a2f4307da696b6fc4253db120ecbb94c78adf0e2beab3
audit,bank_marketing,static_weighted_ensemble,missing_features,audit,rejection_rate,context_dependent,0.9563679941002949,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,e5753031a25740b0db0fe6b4aae7816d7186cf204bad992aa855234362aa91f8
audit,bank_marketing,static_weighted_ensemble,missing_features,shadow,accuracy,higher_is_better,0.8927433628318585,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,570db816ace722a4febd0a3d77228ac8124294c1290dd620c8b46775f1c9e802
audit,bank_marketing,static_weighted_ensemble,missing_features,shadow,f1,higher_is_better,0.30289838369054983,0.0|0.05|0.1|0.2|0.4|0.6|0.8|1.0,0881cc5e0f9b605cdb53ac677a240cdafdfbbbc64720bffe729790420cc74444
