split_label,dataset_id,system_id,corruption_family,corruption_level,seed_role,seed_count,run_count,accuracy_mean,accuracy_std,error_rate_mean,error_rate_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,observed_label_accuracy_mean,observed_label_accuracy_std,observed_label_f1_mean,observed_label_f1_std,unsafe_acceptance_rate_mean,unsafe_acceptance_rate_std,false_positive_rate_mean,false_positive_rate_std,false_negative_rate_mean,false_negative_rate_std,technical_failure_rate_mean,technical_failure_rate_std,rejection_rate_mean,rejection_rate_std,high_corruption_unsafe_acceptance_rate_mean,high_corruption_unsafe_acceptance_rate_std
audit,breast_cancer_wisconsin,static_weighted_ensemble,missing_features,0.0,audit,3,3,0.9655172413793104,0.0,0.03448275862068961,0.0,1.0,0.0,0.9090909090909091,0.0,0.9523809523809523,0.0,0.9655172413793104,0.0,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.6551724137931034,0.0,0.0,0.0
audit,breast_cancer_wisconsin,static_weighted_ensemble,missing_features,0.05,audit,3,3,0.9655172413793104,0.0,0.03448275862068961,0.0,1.0,0.0,0.9090909090909091,0.0,0.9523809523809523,0.0,0.9655172413793104,0.0,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.6551724137931034,0.0,0.0,0.0
audit,breast_cancer_wisconsin,static_weighted_ensemble,missing_features,0.1,audit,3,3,0.9540229885057472,0.016255328303139055,0.04597701149425285,0.016255328303139055,0.9696969696969697,0.04285495643554835,0.9090909090909091,0.0,0.9379509379509379,0.020407122112165863,0.9540229885057472,0.016255328303139055,0.9379509379509379,0.020407122112165863,0.018518518518518517,0.026189140043946204,0.018518518518518517,0.026189140043946204,0.09090909090909091,0.0,0.0,0.0,0.6436781609195402,0.016255328303139003,0.0,0.0
audit,breast_cancer_wisconsin,static_weighted_ensemble,missing_features,0.2,audit,3,3,0.9540229885057472,0.016255328303139055,0.04597701149425285,0.016255328303139055,0.9696969696969697,0.04285495643554835,0.9090909090909091,0.0,0.9379509379509379,0.020407122112165863,0.9540229885057472,0.016255328303139055,0.9379509379509379,0.020407122112165863,0.018518518518518517,0.026189140043946204,0.018518518518518517,0.026189140043946204,0.09090909090909091,0.0,0.0,0.0,0.6436781609195402,0.016255328303139003,0.0,0.0
audit,breast_cancer_wisconsin,static_weighted_ensemble,missing_features,0.4,audit,3,3,0.9425287356321839,0.016255328303139055,0.0574712643678161,0.016255328303139055,0.9696969696969697,0.04285495643554835,0.8787878787878788,0.0428549564355483,0.9204906204906205,0.02285324350548416,0.9425287356321839,0.016255328303139055,0.9204906204906205,0.02285324350548416,0.018518518518518517,0.026189140043946204,0.018518518518518517,0.026189140043946204,0.12121212121212122,0.04285495643554833,0.0,0.0,0.6551724137931034,0.028155054514749183,0.0,0.0
audit,breast_cancer_wisconsin,static_weighted_ensemble,missing_features,0.6,audit,3,3,0.9310344827586207,0.028155054514749183,0.0689655172413793,0.028155054514749183,0.9444444444444444,0.0785674201318386,0.8787878787878788,0.0428549564355483,0.9073153899240856,0.03420280385947875,0.9310344827586207,0.028155054514749183,0.9073153899240856,0.03420280385947875,0.037037037037037035,0.05237828008789241,0.037037037037037035,0.05237828008789241,0.12121212121212122,0.04285495643554833,0.0,0.0,0.6436781609195402,0.043007556169815456,0.0,0.0
audit,breast_cancer_wisconsin,static_weighted_ensemble,missing_features,0.8,audit,3,3,0.9080459770114943,0.016255328303139003,0.09195402298850575,0.016255328303139003,0.9285714285714286,0.10101525445522108,0.8484848484848485,0.11338355717496791,0.8740350877192983,0.02400882160639437,0.9080459770114943,0.016255328303139003,0.8740350877192983,0.02400882160639437,0.05555555555555555,0.07856742013183861,0.05555555555555555,0.07856742013183861,0.15151515151515152,0.11338355717496791,0.0,0.0,0.6436781609195402,0.09050583763231966,0.05555555555555555,0.07856742013183861
audit,breast_cancer_wisconsin,static_weighted_ensemble,missing_features,1.0,audit,3,3,0.6206896551724138,0.0,0.3793103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6206896551724138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
audit,breast_cancer_wisconsin,static_weighted_ensemble,missing_features,0.0,shadow,2,2,0.9655172413793104,0.0,0.03448275862068961,0.0,1.0,0.0,0.9090909090909091,0.0,0.9523809523809523,0.0,0.9655172413793104,0.0,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.6551724137931034,0.0,0.0,0.0
audit,breast_cancer_wisconsin,static_weighted_ensemble,missing_features,0.05,shadow,2,2,0.9655172413793104,0.0,0.03448275862068961,0.0,1.0,0.0,0.9090909090909091,0.0,0.9523809523809523,0.0,0.9655172413793104,0.0,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.6551724137931034,0.0,0.0,0.0
