split_label,dataset_id,system_id,corruption_family,run_count,evaluated_rows,accuracy_mean,accuracy_std,error_rate_mean,error_rate_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,observed_label_accuracy_mean,observed_label_accuracy_std,observed_label_f1_mean,observed_label_f1_std,unsafe_acceptance_rate_mean,unsafe_acceptance_rate_std,false_positive_rate_mean,false_positive_rate_std,false_negative_rate_mean,false_negative_rate_std,technical_failure_rate_mean,technical_failure_rate_std,rejection_rate_mean,rejection_rate_std,high_corruption_unsafe_acceptance_rate_mean,high_corruption_unsafe_acceptance_rate_std,summary_hash
locked,adult_income,mean_ensemble,adversarial_confidence_inflation,40,195360,0.8531633906633906,0.010808847473607877,0.14683660933660933,0.010808847473607877,0.7342044085826914,0.02676835379439021,0.6057313943541488,0.02376022995024613,0.663806239495555,0.02518982042383719,0.8531633906633906,0.010808847473607877,0.663806239495555,0.02518982042383719,0.0689771197846568,0.006753590706465977,0.0689771197846568,0.006753590706465977,0.39426860564585114,0.023760229950246126,0.0,0.0,0.80254914004914,0.000796357226744246,0.07900403768506056,0.002050889652629928,bfc4bee47197fe2de7ffe25c8d0ac0ffa6515e19c26db9887ef0073ba65b8977
locked,adult_income,mean_ensemble,confidence_distortion,40,195360,0.8634316134316135,0.0,0.13656838656838655,0.0,0.7592975206611571,0.0,0.6287425149700598,0.0,0.6878802058961161,0.0,0.8634316134316135,0.0,0.6878802058961161,0.0,0.06271870794078062,0.0,0.06271870794078062,0.0,0.3712574850299401,0.0,0.0,0.0,0.8018018018018018,0.0,0.06271870794078062,0.0,e3ea10cc24df69435f6741bd81027d7dd5d4a64b9a8e5c62687e2b1500443387
locked,adult_income,mean_ensemble,distribution_shift,40,145385,0.8709393875751837,0.008095655973775531,0.1290606124248163,0.008095655973775531,0.7856616969312546,0.029982826597324704,0.6893104637183807,0.05283090648434596,0.7340620734066169,0.042855706851561565,0.8709393875751837,0.008095655973775531,0.7340620734066169,0.042855706851561565,0.06606979582948694,0.002357261520391458,0.06606979582948694,0.002357261520391458,0.31068953628161927,0.05283090648434594,0.0,0.0,0.7686036740328521,0.03185181612627072,0.0666014472260476,0.00010528354318315586,d1767cd9e3c62a7a6c8ac89fb3cbdebe6c6b602fb9cf56379ad92c19edcbf5ea
locked,adult_income,mean_ensemble,feature_noise,40,195360,0.8517864455364456,0.014167041413177896,0.14821355446355447,0.014167041413177896,0.7504925299432179,0.017875932932260977,0.5682848588537212,0.06745160936826908,0.6451428120436673,0.05078263458528426,0.8517864455364456,0.014167041413177896,0.6451428120436673,0.05078263458528426,0.059004037685060566,0.0037805997066227043,0.059004037685060566,0.0037805997066227043,0.43171514114627885,0.06745160936826909,0.0,0.0,0.8190980753480753,0.0183613670399166,0.05477792732166891,0.0038432314511841056,7092f5a6c09bdcc174516d6d1ac3847945475d1130db4cbd4364643a9c61be29
locked,adult_income,mean_ensemble,label_noise,40,195360,0.8634316134316135,0.0,0.13656838656838655,0.0,0.7592975206611571,0.0,0.6287425149700598,0.0,0.6878802058961161,0.0,0.5764025389025389,0.2537172576038748,0.3984992019333319,0.20945899148430547,0.06271870794078062,0.0,0.06271870794078062,0.0,0.3712574850299401,0.0,0.0,0.0,0.8018018018018018,0.0,0.06271870794078062,0.0,21ddcc01816b94e8c33ccab3ec20420a53a93de2698a859425e1995c8df83465
locked,adult_income,mean_ensemble,missing_features,40,195360,0.8191543816543817,0.03839535188405899,0.18084561834561833,0.03839535188405899,0.6848955075791395,0.2606953691202613,0.34854576561163386,0.23569402052692764,0.4261665618980481,0.2542127287159053,0.8191543816543817,0.03839535188405899,0.4261665618980481,0.2542127287159053,0.03275908479138627,0.023885992935787706,0.03275908479138627,0.023885992935787706,0.6514542343883661,0.23569402052692764,0.0,0.0,0.8916564291564292,0.07450572076863728,0.0017496635262449528,0.0019789691817725763,445edf0960a259aa684add329fa5ec0987f94208ff7628cd391d096c4bfe03cc
locked,adult_income,mean_ensemble,random_feature_deletion,40,195360,0.8225993038493039,0.043905813129351226,0.17740069615069615,0.043905813129351226,0.5851151211706186,0.31668648866940535,0.37874251497005984,0.2672842915383395,0.4376301397135231,0.2912535330421543,0.8225993038493039,0.043905813129351226,0.4376301397135231,0.2912535330421543,0.03773216689098251,0.027036943196857878,0.03773216689098251,0.027036943196857878,0.6212574850299402,0.26728429153833955,0.0,0.0,0.8806459868959869,0.08428428944054349,0.0008075370121130552,0.002166849184118235,009f543436b592f7ab603fb3395843aa7103741d796e2e02126f1fa3c6a0280b
locked,adult_income,mean_ensemble,specialist_failure,40,195360,0.705748361998362,0.26927749152916497,0.294251638001638,0.269277491529165,0.6282660885292801,0.2245446646427965,0.7130025662959795,0.16583139947815184,0.6068777589812933,0.12746119405475614,0.705748361998362,0.26927749152916497,0.6068777589812933,0.12746119405475614,0.2965343203230148,0.4061461831531683,0.2965343203230148,0.4061461831531683,0.28699743370402053,0.16583139947815184,0.0,0.0,0.60378276003276,0.34859842960980225,1.0,0.0,9f7487b2fe4714647a12a9191930aa9c6da007dd17e1411c4d79cb926c672873
locked,adult_income,mean_ensemble,synthetic_sensor_failure,40,195360,0.7970669533169533,0.03841692215533718,0.20293304668304668,0.03841692215533718,0.3464416672795301,0.3475010352694717,0.272027373823781,0.2742156604423023,0.3046745808627399,0.30635674363989657,0.7970669533169533,0.03841692215533718,0.3046745808627399,0.30635674363989657,0.03771870794078062,0.038074425152181256,0.03771870794078062,0.038074425152181256,0.7279726261762189,0.2742156604423023,0.0,0.0,0.9061988124488124,0.09390087697776164,0.0,0.0,6972084c354af0f9a906cab5d03ab44390a161334138f2027aa854ad679445bb
locked,adult_income,pure_mavs_gc,adversarial_confidence_inflation,40,195360,0.8522317772317772,0.00869214659735294,0.14776822276822277,0.00869214659735294,0.7629366376593996,0.032685917056416894,0.5565654405474765,0.0067212340161752525,0.6434582377304803,0.016125213307239386,0.8522317772317772,0.00869214659735294,0.6434582377304803,0.016125213307239386,0.05473082099596231,0.009354384316490093,0.05473082099596231,0.009354384316490093,0.4434345594525235,0.006721234016175247,0.0,0.0,0.8251535626535627,0.0055569880773037195,0.06847913862718708,0.0015612382234185696,ab1f80ca223a01ef7c6a8c112d009452a39700e45db30ced770438dd0d27f111
locked,adult_income,pure_mavs_gc,confidence_distortion,40,195360,0.8552160114660114,0.0058617569012521294,0.14478398853398855,0.0058617569012521294,0.8245840636695054,0.027500166187698856,0.505453378956373,0.054649715761392784,0.6237426052849635,0.03617830817005979,0.8552160114660114,0.0058617569012521294,0.6237426052849635,0.03617830817005979,0.03472409152086137,0.00958046609774267,0.03472409152086137,0.00958046609774267,0.494546621043627,0.0546497157613928,0.0,0.0,0.8526054463554463,0.020348307102024822,0.020457604306864066,0.0018842530282637947,b82308f7eb71833f0e338039437d8e848bd171c6f0707cc319762b20174d8f8e
locked,adult_income,pure_mavs_gc,distribution_shift,40,145385,0.8687606365735323,0.007485789075291276,0.1312393634264677,0.007485789075291276,0.8172160008111782,0.0259580002151225,0.6351031076519026,0.058372626516282396,0.714081520439966,0.04645873001037919,0.8687606365735323,0.007485789075291276,0.714081520439966,0.04645873001037919,0.04986750648437572,0.0032115515364607443,0.04986750648437572,0.0032115515364607443,0.3648968923480974,0.0583726265162824,0.0,0.0,0.7946887840606649,0.032784269993010096,0.05116524034362909,0.001719375040986293,c25cf93027961621e314e9e2c020fa71fd9bc16f0981b5a99048caeeb662c24f
locked,adult_income,pure_mavs_gc,feature_noise,40,195360,0.8490120802620802,0.014111871283389709,0.15098791973791975,0.014111871283389709,0.791366165124391,0.012180630192838635,0.5005346449957229,0.07415716895195013,0.610142862813388,0.060438588822146956,0.8490120802620802,0.014111871283389709,0.610142862813388,0.060438588822146956,0.041332436069986545,0.005382553737968185,0.041332436069986545,0.005382553737968185,0.49946535500427713,0.07415716895195013,0.0,0.0,0.8487561425061425,0.02155195964867495,0.03362045760430687,0.0021683534183737636,b6a71f79e9284a426971484d722184f6b96a0510c22ed3592d28dc9f3760276f
locked,adult_income,pure_mavs_gc,label_noise,40,195360,0.8607698607698607,0.0,0.13923013923013927,0.0,0.7956469165659008,0.0,0.562874251497006,0.0,0.6593186372745491,0.0,0.5761261261261261,0.251870883449082,0.3692803257093765,0.20817818390460754,0.045491251682368776,0.0,0.045491251682368776,0.0,0.437125748502994,0.0,0.0,0.0,0.8306715806715806,0.0,0.045491251682368776,0.0,d7cb5b511e0af889a6697e4f221c64abfc431d368f3358417ac4a3b67655ff87
locked,adult_income,pure_mavs_gc,missing_features,40,195360,0.8154381654381654,0.0375127520982263,0.18456183456183456,0.0375127520982263,0.72447397148372,0.2768883123802544,0.3001710863986313,0.212066818870734,0.3901883795789414,0.24649100337353091,0.8154381654381654,0.0375127520982263,0.3901883795789414,0.24649100337353091,0.022422611036339166,0.017573410600134832,0.022422611036339166,0.017573410600134832,0.6998289136013687,0.212066818870734,0.0,0.0,0.9110974610974611,0.06405523029011528,0.0007267833109017496,0.000978346263547039,31c18e56fb619eddea933e972c5b33d1ad30205d0aadc18106c7d43db023736e
locked,adult_income,pure_mavs_gc,random_feature_deletion,40,195360,0.81747542997543,0.043924143556561664,0.18252457002457,0.043924143556561664,0.6004142561427557,0.3500856249610425,0.317814371257485,0.24599285166202062,0.39121667891342526,0.2891462945132576,0.81747542997543,0.043924143556561664,0.39121667891342526,0.2891462945132576,0.025296096904441453,0.020278889955670995,0.025296096904441453,0.020278889955670995,0.682185628742515,0.24599285166202062,0.0,0.0,0.9046887796887797,0.07402728008350394,0.0004845222072678331,0.0014535666218034992,73f7fef1cd5b349b6f3d06a8c0774f646f39f85bf1e312d9d8e594959bebe201
locked,adult_income,pure_mavs_gc,specialist_failure,40,195360,0.8321560196560196,0.04160017670188601,0.16784398034398035,0.04160017670188601,0.6130232054211066,0.3543321611343208,0.3864414029084688,0.22720406996501827,0.47240414565447364,0.27423340475122826,0.8321560196560196,0.04160017670188601,0.47240414565447364,0.27423340475122826,0.02759084791386272,0.017332807916788415,0.02759084791386272,0.017332807916788415,0.6135585970915313,0.22720406996501827,0.0,0.0,0.8865171990171989,0.06731914209005468,0.0,0.0,cd1f1d163f7948eaf70afb3d45082c0bc1949c2dbabb498cb73b2ac44c2937e5
locked,adult_income,pure_mavs_gc,synthetic_sensor_failure,40,195360,0.7915898853398854,0.03465747836165823,0.20841011466011466,0.03465747836165823,0.3731627611224618,0.3737056055393073,0.19257912745936698,0.2057924915369343,0.25139768004370655,0.259391691427446,0.7915898853398854,0.03465747836165823,0.25139768004370655,0.259391691427446,0.019919246298788697,0.020052480827159245,0.019919246298788697,0.020052480827159245,0.807420872540633,0.20579249153693432,0.0,0.0,0.938754095004095,0.06416129836429783,0.0,0.0,71720fc8e449b5a3db0bbd72d9692cc88e74113cbc4bc814ee2aabe1c706c2da
locked,adult_income,single_model,adversarial_confidence_inflation,40,195360,0.8632268632268633,0.0,0.13677313677313674,0.0,0.7574511819116135,0.0,0.630453378956373,0.0,0.6881419234360411,0.0,0.8632268632268633,0.0,0.6881419234360411,0.0,0.06352624495289368,0.0,0.06352624495289368,0.0,0.369546621043627,0.0,0.0,0.0,0.8007780507780508,0.0,0.06352624495289368,0.0,35858c37e13c81bfd8b3ab1907c19717acdc9352d2577025aaa65bd6a1918c8c
locked,adult_income,single_model,confidence_distortion,40,195360,0.8632268632268633,0.0,0.13677313677313674,0.0,0.7574511819116135,0.0,0.630453378956373,0.0,0.6881419234360411,0.0,0.8632268632268633,0.0,0.6881419234360411,0.0,0.06352624495289368,0.0,0.06352624495289368,0.0,0.369546621043627,0.0,0.0,0.0,0.8007780507780508,0.0,0.06352624495289368,0.0,30e82bd93feec9eb28f282c603b0f48abf9fa8bbc43893f92a2f2b9dd94ac0fe
locked,adult_income,single_model,distribution_shift,40,145385,0.8693307592197586,0.007128409986592703,0.13066924078024147,0.007128409986592703,0.7823147496606976,0.02859529255562804,0.6867079486709813,0.0499999284927341,0.7311582400395534,0.04062374186987391,0.8693307592197586,0.007128409986592703,0.7311582400395534,0.04062374186987391,0.06724016706217706,0.0023839993002489745,0.06724016706217706,0.0023839993002489745,0.3132920513290187,0.049999928492734096,0.0,0.0,0.768513646571531,0.03135312693323361,0.06878166191225654,0.000272046527641151,6bdccafd1fc33b27d74cf64b65cab3fcaf740de8bf4a36c3fddf31e051811237
