split_label,dataset_id,system_id,corruption_family,corruption_level,seed_role,seed_count,accuracy_mean,accuracy_variance,variance_hash
locked,breast_cancer_wisconsin,mean_ensemble,feature_noise,0.6,shadow,2,0.956140350877193,7.694675284703034e-05,f6fa16707f3ae2348dafd90c9a2196965bbea4a19b1dbf3d8a7d0e5cfe20b4a0
locked,breast_cancer_wisconsin,static_weighted_ensemble,feature_noise,0.6,shadow,2,0.9385964912280702,7.694675284702936e-05,d2e58d82ec3b968d3a2630363335751b5a959462dbbd26544f6b363aef3fdab2
locked,breast_cancer_wisconsin,veto_mavs,feature_noise,0.6,shadow,2,0.956140350877193,7.694675284703034e-05,372d43cf62718ed8664ee638c8a5c6c44663ba9ef15952596df53ac99b41a551
locked,breast_cancer_wisconsin,pure_mavs_gc,feature_noise,0.6,shadow,2,0.9649122807017544,0.0,f15f8ea351ad010bceaf8866c58e0517e01a63db1ecc280c8f1a21cef4552e6b
locked,breast_cancer_wisconsin,single_model,feature_noise,0.8,primary,3,0.9239766081871345,0.0008891624773434565,670c60ae80cfb48dcefd1dcc10248058e892424861dd9787a5156537b7721e61
locked,breast_cancer_wisconsin,mean_ensemble,feature_noise,0.8,primary,3,0.9298245614035088,0.0006155740227762374,8a66b34e6d0a7ac91fe3dbd1bad968e64f462686f0ff11349d77c8e89ccc3dae
locked,breast_cancer_wisconsin,static_weighted_ensemble,feature_noise,0.8,primary,3,0.9239766081871345,0.0008891624773434565,712c636b5413ee156b7f0afbe5771d6770f4d7fa2ef29f8a2c76c990515320dc
locked,breast_cancer_wisconsin,veto_mavs,feature_noise,0.8,primary,3,0.9298245614035088,0.0006155740227762374,be0fb8ecf1d9489ea31b4d4575bb521c7ff6ef558bc7363e219c6a4d04c190bf
locked,breast_cancer_wisconsin,pure_mavs_gc,feature_noise,0.8,primary,3,0.9298245614035088,0.00020519134092541295,f4d15c3caea00a5e45e3b46a5d1eb2f011bef508ff5a5dd4349a21fb306d1ce2
locked,breast_cancer_wisconsin,single_model,feature_noise,0.8,shadow,2,0.9122807017543859,0.0003077870113881194,91bdc4e0e23043b926842a2673cb3011af76378410b174663e52be7b631e2b15
locked,breast_cancer_wisconsin,mean_ensemble,feature_noise,0.8,shadow,2,0.894736842105263,0.0003077870113881194,ffc9166ca66c4a29661409014f4d1541e65635bb914e7ce57b78c30071b0c746
locked,breast_cancer_wisconsin,static_weighted_ensemble,feature_noise,0.8,shadow,2,0.9122807017543859,0.0003077870113881194,c33546e6a7beb9f7240e08f644c6b964dd30e13eb8a4d1d21a9175fb2bc2bd7d
locked,breast_cancer_wisconsin,veto_mavs,feature_noise,0.8,shadow,2,0.894736842105263,0.0003077870113881194,62346b879ea1c2fef2258c7c69616e441ff27acbb94775ad9ebce6beccc44dfa
locked,breast_cancer_wisconsin,pure_mavs_gc,feature_noise,0.8,shadow,2,0.8947368421052632,0.0,08cbb0fa4747d5d5112de8b68970385782c1779e125153c307f6e45b459d4219
locked,breast_cancer_wisconsin,single_model,feature_noise,1.0,primary,3,0.9005847953216374,0.00129954515919428,cc1cc773368497d6c91fbc1343d19fc45e61d80b6c98376aa02fb19d82e97a63
locked,breast_cancer_wisconsin,mean_ensemble,feature_noise,1.0,primary,3,0.9239766081871345,0.0002735884545672172,b04d692cde6df3e4eac69be755c055746916ba5046146c087b8c00fee7843b80
locked,breast_cancer_wisconsin,static_weighted_ensemble,feature_noise,1.0,primary,3,0.9122807017543859,0.0006155740227762374,d7009edd3ccc4c3947c2a8877704aec1d9c3b9551e76f32a900e9c9fb7ce12ec
locked,breast_cancer_wisconsin,veto_mavs,feature_noise,1.0,primary,3,0.9239766081871345,0.0002735884545672172,21e7f85e438079c0f6bde7c59c5003db15a2bff45412d6f246edc0afbdde033c
locked,breast_cancer_wisconsin,pure_mavs_gc,feature_noise,1.0,primary,3,0.9239766081871345,0.0002735884545672172,ada0ecab7e2e5c51df1a9ec25b5c342e98385bdd12dade5328c59e29e463b500
locked,breast_cancer_wisconsin,single_model,feature_noise,1.0,shadow,2,0.8947368421052632,0.0012311480455524776,4fc8674b45aeef7b948dc33586fbf47ccb44737f8f7c009f793d636bf9d0041e
locked,breast_cancer_wisconsin,mean_ensemble,feature_noise,1.0,shadow,2,0.8771929824561404,0.0003077870113881194,fbb3081eb95bb14a0af9d14557ecb9c09c24914ec97eebafb2ffe46d2f39154b
locked,breast_cancer_wisconsin,static_weighted_ensemble,feature_noise,1.0,shadow,2,0.8947368421052632,0.0012311480455524776,4687d8a47b83aff33b2431eabccf669e9ebcf5a38ba49841ca5df452917fbed1
locked,breast_cancer_wisconsin,veto_mavs,feature_noise,1.0,shadow,2,0.8771929824561404,0.0003077870113881194,1388ef7b348c3899613698ab55d30ef21f831c658af4a6f40839cf967dd7d9e3
locked,breast_cancer_wisconsin,pure_mavs_gc,feature_noise,1.0,shadow,2,0.8771929824561404,0.0003077870113881194,8a0e47e2cfc49c1bc7265e0b2cde58cca55c4bd78324324e295fb725d0ae9791
locked,breast_cancer_wisconsin,single_model,missing_features,0.0,primary,3,0.9649122807017544,0.0,81979d95b73729d48c21d3a58aa5a99f33839fbb525113701222453cff6fa656
locked,breast_cancer_wisconsin,mean_ensemble,missing_features,0.0,primary,3,0.9473684210526315,0.0,52887565dc88d0b02f5bf8570683747b1bfbe8de2671e5d3c7c9085784ca66d1
locked,breast_cancer_wisconsin,static_weighted_ensemble,missing_features,0.0,primary,3,0.9649122807017544,0.0,ab0baf21984175e9b610851d9dfd7ccc0caa66809f83ebf178eb3af0c059277d
locked,breast_cancer_wisconsin,veto_mavs,missing_features,0.0,primary,3,0.9473684210526315,0.0,3a9a299f844d8736fa806c34060b837e672aa35faca3aeda27fe93bb9876dd92
locked,breast_cancer_wisconsin,pure_mavs_gc,missing_features,0.0,primary,3,0.9473684210526315,0.0,e3fc9f7850ae2cbdf74d0a4208ceec01963a58d34b279cd9b629132349b06906
locked,breast_cancer_wisconsin,single_model,missing_features,0.0,shadow,2,0.9649122807017544,0.0,5e51106ccb2c00dabebf19b55358967f7a2ccd73e4c8340ae199ecf9db7bdbe1
locked,breast_cancer_wisconsin,mean_ensemble,missing_features,0.0,shadow,2,0.9473684210526315,0.0,39e3cc03d94d6aaaf67339c9386813c2547436bd38dd429cb8521efc7da31740
locked,breast_cancer_wisconsin,static_weighted_ensemble,missing_features,0.0,shadow,2,0.9649122807017544,0.0,f262e3971593b746c7d9f57227474bb956ed20dca76ebecd8ef2bb8adffaa2b3
locked,breast_cancer_wisconsin,veto_mavs,missing_features,0.0,shadow,2,0.9473684210526315,0.0,0eab894ebce4357eb869915866a6f62f51187e8c036ca270798fd5d6f287d940
locked,breast_cancer_wisconsin,pure_mavs_gc,missing_features,0.0,shadow,2,0.9473684210526315,0.0,d04fc95aa0f18767872267a9e74726a8573f7148ddffd3862dbe0546c332491d
locked,breast_cancer_wisconsin,single_model,missing_features,0.05,primary,3,0.9473684210526315,0.0,caf47812953da0f897ff4620f3720f3ec93fbe11bc04aa8cf4d4f117f0b8193c
locked,breast_cancer_wisconsin,mean_ensemble,missing_features,0.05,primary,3,0.9415204678362573,6.839711364180387e-05,c70bd5e24c070a64a4c7139e0847e8c0343f36114c789311630e6d21fd795130
locked,breast_cancer_wisconsin,static_weighted_ensemble,missing_features,0.05,primary,3,0.9473684210526315,0.0,d71cb59fce027c185053b7e55e5a33faeb654ae849e9680c672162ac60da17a6
locked,breast_cancer_wisconsin,veto_mavs,missing_features,0.05,primary,3,0.9415204678362573,6.839711364180387e-05,f62cf2f41d183cee25968ed4cdf7b79ebed18abf3df4293a9ab622e23061214b
locked,breast_cancer_wisconsin,pure_mavs_gc,missing_features,0.05,primary,3,0.9415204678362573,0.0002735884545672172,e7fc3e0f74e0ba1a7e7faed3a8e922f1289cae07d90ed6d5b9a14933950b37a5
locked,breast_cancer_wisconsin,single_model,missing_features,0.05,shadow,2,0.956140350877193,7.694675284703034e-05,1495cee0860ed882dfe625055ae55f0fd03a1126eaf36b09622c126e60749010
locked,breast_cancer_wisconsin,mean_ensemble,missing_features,0.05,shadow,2,0.9298245614035088,0.0003077870113881194,de0e125b73f6ceb72379bd2499ce605026b0d18d4d62fa023f34954ae33bb3b9
locked,breast_cancer_wisconsin,static_weighted_ensemble,missing_features,0.05,shadow,2,0.956140350877193,7.694675284703034e-05,55d6e370320746402a1bab3be1001d3fe17b678fb26c35d406b53264383a005b
locked,breast_cancer_wisconsin,veto_mavs,missing_features,0.05,shadow,2,0.9298245614035088,0.0003077870113881194,c13d49237deaf9c55a90b1b80241f215fe30e8e516d0f2c6046052d282afb904
locked,breast_cancer_wisconsin,pure_mavs_gc,missing_features,0.05,shadow,2,0.9298245614035088,0.0003077870113881194,b86a49e0f3a5d28ff07567311788952c15ae9e242fc79edb90f08877c347836f
locked,breast_cancer_wisconsin,single_model,missing_features,0.1,primary,3,0.9532163742690059,6.839711364180474e-05,b65da92c8e83a2d1393689a051db875e81c1fd17bbadec31a10ea446ca85bb18
locked,breast_cancer_wisconsin,mean_ensemble,missing_features,0.1,primary,3,0.935672514619883,6.839711364180387e-05,795802a44cd8c85c02f6d71e7a6ee31f543c7f6fa233765b26f13ad3a239c81d
locked,breast_cancer_wisconsin,static_weighted_ensemble,missing_features,0.1,primary,3,0.9473684210526315,0.00020519134092541295,f7b5a4d87aac180326d851eb8450a734518055ec6763fb78c5ff7662baea0909
locked,breast_cancer_wisconsin,veto_mavs,missing_features,0.1,primary,3,0.935672514619883,6.839711364180387e-05,764fbec2e270c1f061bb0768b9aef26ede6cdfa0efb56fcbb6e561efb1ff3aab
locked,breast_cancer_wisconsin,pure_mavs_gc,missing_features,0.1,primary,3,0.935672514619883,6.839711364180387e-05,899915fc52e1de2f1081a7c171ac926345220dbf5b7656a2d0ad36c36892a243
locked,breast_cancer_wisconsin,single_model,missing_features,0.1,shadow,2,0.9649122807017544,0.0,156dc93780f258394d9e58cb46886b1bed4074227efb90dab082aae074272506
locked,breast_cancer_wisconsin,mean_ensemble,missing_features,0.1,shadow,2,0.9298245614035088,0.0003077870113881194,7f4811587ef08b2da7a7c2f817f8c5d560b6b700a9e9e5b2960e11459c5eeeb0
locked,breast_cancer_wisconsin,static_weighted_ensemble,missing_features,0.1,shadow,2,0.9649122807017544,0.0,992b5352809183e25d8baee27c26c54593b5b146248644eae27ef7857a0ea15a
locked,breast_cancer_wisconsin,veto_mavs,missing_features,0.1,shadow,2,0.9298245614035088,0.0003077870113881194,434cfc031cbb6ddac3caa122e23f5bc93794398f0565ee214855e9f536e3c353
locked,breast_cancer_wisconsin,pure_mavs_gc,missing_features,0.1,shadow,2,0.9298245614035088,0.0,343debf2bf3e702792cd3b261b49124a6a0e8e8d49b4456462a106843cd0afc7
