split_label,dataset_id,corruption_family,corruption_level,seed_role,governance_system_id,baseline_system_id,metric,bootstrap_unit,seed_count,delta_mean,ci_lower,ci_upper,iterations,bootstrap_seed,bootstrap_hash
locked,breast_cancer_wisconsin,feature_noise,0.05,primary,veto_mavs,mean_ensemble,accuracy,seed_level_paired_by_corruption_seed,3,0.0,0.0,0.0,500,4040,1ec905cac6007fbf5535c4e8a42cc1475d4ad4273b65ad66966ea10a86e3e97c
locked,breast_cancer_wisconsin,feature_noise,0.05,primary,veto_mavs,mean_ensemble,f1,seed_level_paired_by_corruption_seed,3,0.0,0.0,0.0,500,4040,de8132be96eb7512a3c1e21ff886a74b332c772a89e9750c46be4d2230ed01af
locked,breast_cancer_wisconsin,feature_noise,0.05,primary,veto_mavs,mean_ensemble,unsafe_acceptance_rate,seed_level_paired_by_corruption_seed,3,0.0,0.0,0.0,500,4040,399ba4b0ac589e7428480436a02a9116a9c8cba0892fea9a0c61313c2ab6d525
locked,breast_cancer_wisconsin,feature_noise,0.05,primary,veto_mavs,static_weighted_ensemble,accuracy,seed_level_paired_by_corruption_seed,3,0.0,0.0,0.0,500,4040,5708ff4cf773c841b5a525c2ecebed8b744398a06dffa11a278037af82a30fd0
locked,breast_cancer_wisconsin,feature_noise,0.05,primary,veto_mavs,static_weighted_ensemble,f1,seed_level_paired_by_corruption_seed,3,-0.0007936507936507539,-0.0023809523809522615,0.0,500,4040,146d696b0e6e46cfb43ebb9cc876066bffc97a71abaea27495d51ef8b811ad56
locked,breast_cancer_wisconsin,feature_noise,0.05,primary,veto_mavs,static_weighted_ensemble,unsafe_acceptance_rate,seed_level_paired_by_corruption_seed,3,-0.009259259259259259,-0.027777777777777776,0.0,500,4040,0e605c75a1447704c68b981847ce227333198aee27d75c1e286a23b4f2a4e408
locked,breast_cancer_wisconsin,feature_noise,0.05,primary,pure_mavs_gc,single_model,accuracy,seed_level_paired_by_corruption_seed,3,-0.005847953216374287,-0.01754385964912286,0.0,500,4040,6b1b42c8ab1947eafb912ebcd5d2e5c049f3ce36a152d2a5a7a6b95e4321095c
locked,breast_cancer_wisconsin,feature_noise,0.05,primary,pure_mavs_gc,single_model,f1,seed_level_paired_by_corruption_seed,3,-0.011355311355311279,-0.02930402930402931,-0.0023809523809522615,500,4040,8b2ac526062b2e6b6f3b07696c89e0c52e7a3e6f50716e23519925badfe7d95c
locked,breast_cancer_wisconsin,feature_noise,0.05,primary,pure_mavs_gc,single_model,unsafe_acceptance_rate,seed_level_paired_by_corruption_seed,3,-0.027777777777777776,-0.027777777777777776,-0.027777777777777776,500,4040,75e3a8314f6a799d28f23503333dbe48b0e2e018bd654463122a035a03064006
locked,breast_cancer_wisconsin,feature_noise,0.05,primary,pure_mavs_gc,mean_ensemble,accuracy,seed_level_paired_by_corruption_seed,3,-0.005847953216374287,-0.01754385964912286,0.0,500,4040,ebf3c6e86352619bc2654a5b0c528e4ab07028dcaeef99d5bfc5c9031a03b6d1
locked,breast_cancer_wisconsin,feature_noise,0.05,primary,pure_mavs_gc,mean_ensemble,f1,seed_level_paired_by_corruption_seed,3,-0.010561660561660524,-0.02930402930402931,0.0,500,4040,fdd068d8ac0d451e6887a57c5f947b46f2f2fe9dbb6b96d2d3f2b58a01fcd5e2
locked,breast_cancer_wisconsin,feature_noise,0.05,primary,pure_mavs_gc,mean_ensemble,unsafe_acceptance_rate,seed_level_paired_by_corruption_seed,3,-0.018518518518518517,-0.027777777777777776,0.0,500,4040,0a14e8a2b5ea309744b5ec6e7353f18ae1ceea052540fc2050c314155ad55207
locked,breast_cancer_wisconsin,feature_noise,0.05,primary,pure_mavs_gc,static_weighted_ensemble,accuracy,seed_level_paired_by_corruption_seed,3,-0.005847953216374287,-0.014766081871345066,0.0,500,4040,01600cad6ea0f0a9c1ab139a6b182ee7c6b5b46432bb249ba0cd9c839f15a05d
locked,breast_cancer_wisconsin,feature_noise,0.05,primary,pure_mavs_gc,static_weighted_ensemble,f1,seed_level_paired_by_corruption_seed,3,-0.011355311355311279,-0.02930402930402931,-0.0023809523809522615,500,4040,b6e16b102d440bdecd3b18293bb19f1652a3d6f7e1d632d3942f1731a1e11287
locked,breast_cancer_wisconsin,feature_noise,0.05,primary,pure_mavs_gc,static_weighted_ensemble,unsafe_acceptance_rate,seed_level_paired_by_corruption_seed,3,-0.027777777777777776,-0.027777777777777776,-0.027777777777777776,500,4040,a095a3188bc4e396f68853d2d6dc915d250328b97ac87fabd7e6b1cb3e5184cb
locked,breast_cancer_wisconsin,feature_noise,0.05,shadow,veto_mavs,single_model,accuracy,seed_level_paired_by_corruption_seed,2,0.008771929824561375,0.0,0.01754385964912275,500,4040,c3c62ea9a7b62a875356d73e643016b483e5fdc2eb38321870426d8634b33107
locked,breast_cancer_wisconsin,feature_noise,0.05,shadow,veto_mavs,single_model,f1,seed_level_paired_by_corruption_seed,2,0.010423925667828182,-0.0023809523809522615,0.023228803716608626,500,4040,5790e065a6f9a5ee0266d79ca85f134b145928cf8597af039ecf3eba57b76a27
locked,breast_cancer_wisconsin,feature_noise,0.05,shadow,veto_mavs,single_model,unsafe_acceptance_rate,seed_level_paired_by_corruption_seed,2,-0.027777777777777776,-0.027777777777777776,-0.027777777777777776,500,4040,defb20f2b695a04d43fc90fa38957266a01c1624c212b2eac7c7e9ab91cadbe6
