run_id,run_mode,split_label,split,dataset_id,system_id,corruption_family,corruption_level,seed_role,seed_count,system_run_count,prediction_rows,trace_rows,prediction_artifact_count,aggregate_hash
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,mean_ensemble,missing_features,0.05,primary,3,3,171,0,3,78df9b06ba9d137d5cd3b34a704cc21e520184153a62bf34aa37327914e1c95d
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,static_weighted_ensemble,missing_features,0.05,primary,3,3,171,0,3,84d300089eaa1dcb5eb4c0b7413bdf54f70069549ed1850a8c46198c7c0460ef
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,veto_mavs,missing_features,0.05,primary,3,3,171,171,3,7f0c214248b48985491a2c1933a9d02762f00c214aae69096f71246bb5c12084
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,pure_mavs_gc,missing_features,0.05,primary,3,3,171,171,3,12922c11e5883b35ff2a0fe0b1af1d1e47b44f7bf6bedc76a93907f737216f79
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,single_model,missing_features,0.05,shadow,2,2,114,0,2,cdbfca3bfc5954bcef04e63b542fa056798cc716dac037b16881f93802f2d9a3
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,mean_ensemble,missing_features,0.05,shadow,2,2,114,0,2,61071ba34a6b8726522ded82ba50a28dc407e498db504ce2a386a19065b9e977
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,static_weighted_ensemble,missing_features,0.05,shadow,2,2,114,0,2,6316bce1dd7768e07cd6d7a6f09e2dad111592ac1e21fe21cc94a15d6174dcb5
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,veto_mavs,missing_features,0.05,shadow,2,2,114,114,2,88f675b29e446f9fd52f403ebe5dcb5d6ed68de0016ab1c775fd7d4bd1fb83ec
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,pure_mavs_gc,missing_features,0.05,shadow,2,2,114,114,2,e21ac0d4f6f61b7ff1049cbca17551794a5bc199cde3822c7124174c6c531e42
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,single_model,missing_features,0.1,primary,3,3,171,0,3,a1d7f12eada8742a5b29bf701f00b6fa73bb21cf832dff7f96428e723a3c47b6
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,mean_ensemble,missing_features,0.1,primary,3,3,171,0,3,ed7844dac4208dd8b894d6c9c82668e5b8ceec109edcb6d4bf926eabfb871a80
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,static_weighted_ensemble,missing_features,0.1,primary,3,3,171,0,3,decde79b9b40b4772360ae9b4574e5f495811499af28cfd93430eb58bb1d9fdf
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,veto_mavs,missing_features,0.1,primary,3,3,171,171,3,d06c2e51d3d9a0907a24d2ad3d25abacacd4691caab98ce38e6747c10d82e0b1
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,pure_mavs_gc,missing_features,0.1,primary,3,3,171,171,3,967216948867a9f1d9b3f443ff292959ea32554c0444d1c98f83889bdc72e4ef
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,single_model,missing_features,0.1,shadow,2,2,114,0,2,7bd937222ac9ec5f6d84fc90bd1fe49dfc89c9173e53efa582684b6a7f72af95
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,mean_ensemble,missing_features,0.1,shadow,2,2,114,0,2,a47219c31e28c21cf080b998d3757312c600c93acfa3383a322de285b3b5e025
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,static_weighted_ensemble,missing_features,0.1,shadow,2,2,114,0,2,667fcfd390dc111722984d8c85298dbd08d83e1c9635198014ac538202739710
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,veto_mavs,missing_features,0.1,shadow,2,2,114,114,2,191d1c1cbb9b299199eaa130d062d44c7050c5bac4a30e4922b0795ba406b408
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,pure_mavs_gc,missing_features,0.1,shadow,2,2,114,114,2,cec0bd829e21c56615fc0b0aba1b499f0eccdbd2c99bbae75752ec3fcacd4040
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,single_model,missing_features,0.2,primary,3,3,171,0,3,ffefaf4328b7f176a4c95292cd080c520a5b75ea1bf0d1dbf48d99c1143c0171
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,mean_ensemble,missing_features,0.2,primary,3,3,171,0,3,43517de554c40a206db351c57b32edf413b61679d63e391aa23750d5b85225a7
phase3_locked_full_v1,exploratory,locked,locked_benchmark,breast_cancer_wisconsin,static_weighted_ensemble,missing_features,0.2,primary,3,3,171,0,3,ace131b0f444f5e67a9139619bc8d1ca2e0ef447e1a9949469656529db0dec54
