run_id,run_mode,split_label,split,dataset_id,system_id,corruption_family,corruption_level,seed_role,seed_count,system_run_count,prediction_rows,trace_rows,prediction_artifact_count,aggregate_hash
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,pure_mavs_gc,feature_noise,0.2,audit,3,3,87,87,3,4514fb339705e63fc91550a3fcce1cc0a6f2a8c41c0bc49df32d940e60bfb575
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,single_model,feature_noise,0.2,shadow,2,2,58,0,2,8e4b4afbbd9f91cb6de6e7549e018233c65344dea68d97a1ad634a9db12e5e66
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,mean_ensemble,feature_noise,0.2,shadow,2,2,58,0,2,5ce853f9ce3a70ec792eaf7aab3c32fa205eb11e23ef76ad1a23729332aed8cb
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,static_weighted_ensemble,feature_noise,0.2,shadow,2,2,58,0,2,13aa675c8982055544c07271dcc95871c72a87d44f3e2e0e15076b09c6b3a148
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,veto_mavs,feature_noise,0.2,shadow,2,2,58,58,2,f3f34b1624a2a8a83196b48bebf94dc41727d6b428180c654a1dbd278360843e
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,pure_mavs_gc,feature_noise,0.2,shadow,2,2,58,58,2,6e8c1a6cbb2aa16891afc279af59add126856457a5e4e168b97d1f145e859247
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,single_model,feature_noise,0.4,audit,3,3,87,0,3,97ebc61ca5e215980e4c1d74a74e736c690ee49cf52cf5f21df0a2e38ea00a98
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,mean_ensemble,feature_noise,0.4,audit,3,3,87,0,3,dced352b5ede68942ad12c5aca4ac7a8d21d5f0c4867cee8db343cf3c8cf677a
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,static_weighted_ensemble,feature_noise,0.4,audit,3,3,87,0,3,03f75fc06aa6fbed60adcf420d0f6e0e7f15adfb54c2a620e21e1440bc77ca4d
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,veto_mavs,feature_noise,0.4,audit,3,3,87,87,3,73581f1e76956c8651c0df8699037aac510fdc770b4b8b6bc04e52b12b2c5cc3
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,pure_mavs_gc,feature_noise,0.4,audit,3,3,87,87,3,ded1ce2b714e1b09fcb7a8cb1626e20f53773f2846a9737c6481eba866128475
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,single_model,feature_noise,0.4,shadow,2,2,58,0,2,3f6c420db7863ab721459f4362ada144205ccd42eec6ff056371b66cc64a7088
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,mean_ensemble,feature_noise,0.4,shadow,2,2,58,0,2,9c3efea9198e7ad4fcfffd039124ddcfc553f3fa0cea6c72a02ff6f3602ec78b
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,static_weighted_ensemble,feature_noise,0.4,shadow,2,2,58,0,2,a29804c8eefc706be48f9c406cd7e0fff4103a633505c71486de588db7aec0b9
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,veto_mavs,feature_noise,0.4,shadow,2,2,58,58,2,64f8c41b7bab7f6f79f9082ca902cfb71e37da6e245c9d008153c3da6d58981c
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,pure_mavs_gc,feature_noise,0.4,shadow,2,2,58,58,2,a0c2117eb529100a625a99133543ffa4a9b01185ff66b22fdda612a6e63c5c09
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,single_model,feature_noise,0.6,audit,3,3,87,0,3,3fe9548cdb827ffd0bb197fd04325e1e8c9b5ef096abe244fac9c9615c93fef1
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,mean_ensemble,feature_noise,0.6,audit,3,3,87,0,3,a87ce1e644689e24e959da73670e40cad6a584e68638acd7daafba8fd325e0ac
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,static_weighted_ensemble,feature_noise,0.6,audit,3,3,87,0,3,30ae675cdce5942b117888a8a7b6f02cd85a1cb5a8940b1833f3f5f07f9178ee
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,veto_mavs,feature_noise,0.6,audit,3,3,87,87,3,3733af15e69c2b55452b7bbc709b001ba272ae327b34e2fad79d1c94b5220c57
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,pure_mavs_gc,feature_noise,0.6,audit,3,3,87,87,3,66a1041e2a6e4e4dbc7f0a335c685ff9a1250baf0836f00ed317b720d7ebc491
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,single_model,feature_noise,0.6,shadow,2,2,58,0,2,f5999d328cdde96b23fd4a444cc713b6bcd6b0a382fc58e8f490468e751fe413
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,mean_ensemble,feature_noise,0.6,shadow,2,2,58,0,2,09afd0d075bd75c98482cf738efd1e19b86189ea9737ea44eb57cd7281dfe723
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,static_weighted_ensemble,feature_noise,0.6,shadow,2,2,58,0,2,68e920539cb3a86cca7183cef1e9233a8f6a79ee2ddd76318951f422462a31ad
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,veto_mavs,feature_noise,0.6,shadow,2,2,58,58,2,ca41bbc32640a3a3618bae4a51f34db2ac6068d577158c3f3de2ba55ee4cc573
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,pure_mavs_gc,feature_noise,0.6,shadow,2,2,58,58,2,67007dbc43a9954a61278816b7805a189be2290c389f9d3bf2fd83e6a9bf9773
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,single_model,feature_noise,0.8,audit,3,3,87,0,3,e715b556fe9f07434958fcadd9e1e4bf3c864f955f8b11deb2d346fe3559a538
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,mean_ensemble,feature_noise,0.8,audit,3,3,87,0,3,42c5dc7899a1275dfbe5b7bc3a1c7d0d52de177749764ff343ca3f7da8d6e9a5
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,static_weighted_ensemble,feature_noise,0.8,audit,3,3,87,0,3,d27002a74f3b319dbc7726143727c7fa18037554efb0575759b7dfe5b67478f9
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,veto_mavs,feature_noise,0.8,audit,3,3,87,87,3,beb8fc980298b8acc03d80ed5c5243f0cac2f3ea8ef3bd915c18cdc278ca49c6
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,pure_mavs_gc,feature_noise,0.8,audit,3,3,87,87,3,610e35c9401e8901150952bc680f7e187f716f40c56b73799630dc1acf3f7180
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,single_model,feature_noise,0.8,shadow,2,2,58,0,2,1977f8cef39635fb92089834e8f15afcfe014800feb2a8e5530f64dc6f68e46c
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,mean_ensemble,feature_noise,0.8,shadow,2,2,58,0,2,9a92e754f8ae7f09c3ec91c18acb73d6f39c6e22fc45375a839ed22f562680e6
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,static_weighted_ensemble,feature_noise,0.8,shadow,2,2,58,0,2,0ddb3b6753369e2680848b837502bbf5d35ec46e7d537a744672f8bac1b91052
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,veto_mavs,feature_noise,0.8,shadow,2,2,58,58,2,00ea571b391c25bffa53581969852181461c3f0fad5fa3c6843e652801fabb78
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,pure_mavs_gc,feature_noise,0.8,shadow,2,2,58,58,2,2df2fcd5fbd40bf28cdecf779ef4cfab62a01f167fddbbd1509c58c3832c287c
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,single_model,feature_noise,1.0,audit,3,3,87,0,3,d97899543b177ae6a2ac59f55370b8549d41c8c767f56770dfc89dca3ec026c8
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,mean_ensemble,feature_noise,1.0,audit,3,3,87,0,3,febbf0aee7abba685bb38a1a5ffad52dddd71686b89f6acb7fd8cd96bc7d64dd
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,static_weighted_ensemble,feature_noise,1.0,audit,3,3,87,0,3,c145a6acc976c576588b1942387a47cbda60fdb7716c34329fbadfa874415308
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,veto_mavs,feature_noise,1.0,audit,3,3,87,87,3,1edef280129f3991e1524d073536271a75e7ef9ea53d2b45ecb2e881578e564c
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,pure_mavs_gc,feature_noise,1.0,audit,3,3,87,87,3,3bdf23458021f7f615c537dd04fc4ccbf78d10976ee41abe4ca4b0bf3592a020
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,single_model,feature_noise,1.0,shadow,2,2,58,0,2,84f182c41f742697d5acb075c95299d841887622bfcb936e2706ea06542b048c
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,mean_ensemble,feature_noise,1.0,shadow,2,2,58,0,2,5689e35f90ce04479ce5811ad756a41eddf51807b21e2ecefdcb2a6af5b6315b
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,static_weighted_ensemble,feature_noise,1.0,shadow,2,2,58,0,2,2d11116aa0878da7c801902b93d7817739a55cd5594fcacee0c45df1afb569d9
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,veto_mavs,feature_noise,1.0,shadow,2,2,58,58,2,93dc3782922cdbef99e2629dd7a1a0c7862b9ed5b32417ace7c45f1fb4c9a734
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,pure_mavs_gc,feature_noise,1.0,shadow,2,2,58,58,2,8de93a02d5cda76e65c4ed2d1062b513128919b38da327aca391322cea71e14c
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,single_model,missing_features,0.0,audit,3,3,87,0,3,b765b122515826c7947e40f069535032acf74f78d3833bc7686054acbe81a46f
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,mean_ensemble,missing_features,0.0,audit,3,3,87,0,3,b3e47f43302a3965dbe4e95074d7333df20aea5f056026c09dfe661e55289b02
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,static_weighted_ensemble,missing_features,0.0,audit,3,3,87,0,3,d5acdb8ada9cc487091b660f85993a9c69b00bc6c801f627ab0f59ffb107e754
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,veto_mavs,missing_features,0.0,audit,3,3,87,87,3,e984076033938393f8114204e42f61bb39e51d449487a34cc78c7dadec8d8eca
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,pure_mavs_gc,missing_features,0.0,audit,3,3,87,87,3,d966eab864c31d3b81648b50588e35535d22dcfdb11a6ad93b90912cd080aa98
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,single_model,missing_features,0.0,shadow,2,2,58,0,2,60bc6e01f6d8abaada1785422c97abfe2f10bb8053df60d7f46210e850ee3c71
